qid,vid,query,duration_bin,audio_duration_sec,gt_duration_sec,gt_width_norm,query_slot,initial_width_norm,initial_width_sec,pred_center_norm,pred_width_norm,pred_center_sec,pred_width_sec,center_error_sec,iou,width_gt_ratio,abs_log_width_gt_ratio,foreground_probability,center_le_1s,center_le_2s,initial_center_norm,initial_center_sec,initial_center_error_sec,initial_width_gt_ratio,initial_abs_log_width_gt_ratio,initial_logit_width,initial_raw_width_delta,layer1_center_norm,layer1_center_sec,layer1_center_error_sec,layer1_width_norm,layer1_width_sec,layer1_width_gt_ratio,layer1_abs_log_width_gt_ratio,layer1_logit_width,layer1_raw_width_delta,layer2_center_norm,layer2_center_sec,layer2_center_error_sec,layer2_width_norm,layer2_width_sec,layer2_width_gt_ratio,layer2_abs_log_width_gt_ratio,layer2_logit_width,layer2_raw_width_delta,log_width_initial_to_layer1,log_width_layer1_to_layer2
-FW109cbv0g_2,-FW109cbv0g,A man speaks,5-10s,96.0,5.0,0.052083333333333336,7,0.8412365913391113,80.75871276855469,0.2362186163663864,0.0418207049369812,22.676987171173096,4.014787673950195,0.3230128288269043,0.4981583491891558,0.8029575347900391,0.2194534496341906,0.9713767170906067,1,1,0.27036458253860474,25.954999923706055,2.0450000762939453,16.15174255371094,2.7820279419106853,1.6674578436475704,0.0,0.2019730806350708,19.389415740966797,3.610584259033203,0.03909672796726227,3.7532858848571777,0.7506571769714355,0.28680622016048973,-3.2018349170684814,-4.869292736053467,0.2362186163663864,22.676987171173096,0.3230128288269043,0.0418207049369812,4.014787673950195,0.8029575347900391,0.2194534496341906,-3.131643295288086,-1.3755635023117065,-3.068834162071175,0.0673527705262991
-FW109cbv0g_2,-FW109cbv0g,A man speaks,5-10s,96.0,5.0,0.052083333333333336,8,0.5322582125663757,51.09678840637207,0.5110700726509094,0.04036816954612732,49.062726974487305,3.8753442764282227,0.4372730255126953,0.25804159028721624,0.7750688552856445,0.25480340804545654,0.9611266851425171,1,1,0.47813287377357483,45.900755882263184,3.5992441177368164,10.219357681274413,2.3242837336100948,0.12921232615624365,0.0,0.47533148527145386,45.63182258605957,3.8681774139404297,0.03935272991657257,3.777862071990967,0.7555724143981933,0.28027965222901413,-3.1950418949127197,-3.324254274368286,0.5110700726509094,49.062726974487305,0.4372730255126953,0.04036816954612732,3.8753442764282227,0.7750688552856445,0.25480340804545654,-3.1685080528259277,-1.4415587186813354,-2.604563385839109,0.025476244183557553
-FW109cbv0g_3,-FW109cbv0g,Someone spits,2-5s,96.0,3.0,0.03125,3,0.4910241663455963,47.138319969177246,0.8986697196960449,0.031463831663131714,86.27229309082031,3.0205278396606445,0.2277069091796875,0.3310679633107933,1.0068426132202148,0.0068193087907731905,0.8445364236831665,1,1,0.7619823217391968,73.15030288696289,13.34969711303711,15.712773323059082,2.7544739690273823,-0.0359071921279591,0.0,0.9221770763397217,88.52899932861328,2.0289993286132812,0.029245911166071892,2.8076074719429016,0.9358691573143005,0.06627960147008839,-3.502333402633667,-3.466426134109497,0.8986697196960449,86.27229309082031,0.2277069091796875,0.031463831663131714,3.0205278396606445,1.0068426132202148,0.0068193087907731905,-3.4269471168518066,-1.186947226524353,-2.820753570497471,0.07309891026086156
-FW109cbv0g_3,-FW109cbv0g,Someone spits,2-5s,96.0,3.0,0.03125,7,0.8412365913391113,80.75871276855469,0.21655012667179108,0.03092079982161522,20.788812160491943,2.968396782875061,0.7111878395080566,0.6150941768670953,0.989465594291687,0.01059028534576614,0.941400945186615,1,1,0.27036458253860474,25.954999923706055,4.454999923706055,26.919570922851562,3.2928535656766758,1.6674578436475704,0.0,0.2074064314365387,19.911017417907715,1.5889825820922852,0.03108251839876175,2.983921766281128,0.994640588760376,0.0053738244044925325,-3.4395339488983154,-5.106991767883301,0.21655012667179108,20.788812160491943,0.7111878395080566,0.03092079982161522,2.968396782875061,0.989465594291687,0.01059028534576614,-3.4449172019958496,-1.538706660270691,-3.298227390081168,-0.005216460941273589
-FW109cbv0g_4,-FW109cbv0g,A man laughs,2-5s,96.0,2.0,0.020833333333333332,4,0.07413875311613083,7.11732029914856,0.5510269403457642,0.04250037670135498,52.89858627319336,4.080036163330078,0.3985862731933594,0.24509586679344814,2.040018081665039,0.7129586713781375,0.8694918751716614,1,1,0.5870380997657776,56.35565757751465,0.35565757751464844,3.55866014957428,1.269384111542671,-2.5247858938815373,0.0,0.5992040038108826,57.52358436584473,1.5235843658447266,0.05356936529278755,5.142659068107605,2.5713295340538025,0.9444230935645153,-2.871720314025879,-0.34693437814712524,0.5510269403457642,52.89858627319336,0.3985862731933594,0.04250037670135498,4.080036163330078,2.040018081665039,0.7129586713781375,-3.1148123741149902,-1.4210556745529175,-0.3249610179781557,-0.23146442218637767
-FW109cbv0g_4,-FW109cbv0g,A man laughs,2-5s,96.0,2.0,0.020833333333333332,6,0.8429434299468994,80.92256927490234,0.31446728110313416,0.040259916335344315,30.18885898590088,3.864951968193054,0.3111410140991211,0.2587354275627702,1.932475984096527,0.6588020740265543,0.8964536190032959,1,1,0.36404988169670105,34.9487886428833,4.448788642883301,40.46128463745117,3.700345582037609,1.6802937908532223,0.0,0.2907751500606537,27.914414405822754,2.585585594177246,0.046415939927101135,4.455930233001709,2.2279651165008545,0.8010886650757056,-3.0225846767425537,-4.702878475189209,0.31446728110313416,30.18885898590088,0.3111410140991211,0.040259916335344315,3.864951968193054,1.932475984096527,0.6588020740265543,-3.1713061332702637,-1.863223671913147,-2.899256916961903,-0.1422865910491513
-FW109cbv0g_5,-FW109cbv0g,Someone coughs,2-5s,96.0,3.0,0.03125,3,0.4910241663455963,47.138319969177246,0.9369515776634216,0.04796276241540909,89.94735145568848,4.6044251918792725,0.5526485443115234,0.2171823752862092,1.5348083972930908,0.42840555063780583,0.5647499561309814,1,1,0.7619823217391968,73.15030288696289,10.34969711303711,15.712773323059082,2.7544739690273823,-0.0359071921279591,0.0,0.9373917579650879,89.98960876464844,0.5103912353515625,0.04133288189768791,3.9679566621780396,1.3226522207260132,0.27963897886474187,-3.143885612487793,-3.107978343963623,0.9369515776634216,89.94735145568848,0.5526485443115234,0.04796276241540909,4.6044251918792725,1.5348083972930908,0.42840555063780583,-2.9881792068481445,-1.1180387735366821,-2.4748349901626403,0.14876657177306396
-NrFeH-kBSM_1,-NrFeH-kBSM,A gun loads and fires,5-10s,300.0,5.0,0.016666666666666666,9,0.6701281666755676,201.0384500026703,0.012011905200779438,0.02499682456254959,3.6035715602338314,7.499047368764877,0.1035715602338314,0.6667513557556738,1.4998094737529755,0.4053380825427425,0.9344082474708557,1,1,0.1608370691537857,48.25112074613571,44.75112074613571,40.20769000053406,3.6940582708763214,0.7087647924817356,0.0,0.038177747279405594,11.453324183821678,7.953324183821678,0.03801252320408821,11.403756961226463,2.2807513922452927,0.8245049466763603,-3.231085777282715,-3.9398505687713623,0.012011905200779438,3.6035715602338314,0.1035715602338314,0.02499682456254959,7.499047368764877,1.4998094737529755,0.4053380825427425,-3.663691997528076,-1.442618727684021,-2.869553324199961,-0.4191668641336177
-aYumc8KoXg_1,-aYumc8KoXg,The wind is blowing while a horn is honking,5-10s,74.0,5.0,0.06756756756756757,1,0.3227500021457672,23.883500158786774,0.38135674595832825,0.038005534559488297,28.22039920091629,2.812409557402134,0.7203992009162903,0.3555669896541368,0.5624819114804268,0.5753963027887512,0.8951565623283386,1,1,0.44674772024154663,33.05933129787445,0.5593312978744507,4.776700031757355,1.5637499381630722,-0.7411624414217115,0.0,0.3400629162788391,25.164655804634094,2.3353441953659058,0.03282083198428154,2.428741566836834,0.4857483133673668,0.722064662954256,-3.3833203315734863,-2.642157793045044,0.38135674595832825,28.22039920091629,0.7203992009162903,0.038005534559488297,2.812409557402134,0.5624819114804268,0.5753963027887512,-3.2312769889831543,-1.1483620405197144,-2.285814601117328,0.14666836016550458
-aYumc8KoXg_1,-aYumc8KoXg,The wind is blowing while a horn is honking,5-10s,74.0,5.0,0.06756756756756757,7,0.8412365913391113,62.25150775909424,0.2075270563364029,0.0495508536696434,15.357002168893814,3.6667631715536118,0.6429978311061859,0.5454401897334966,0.7333526343107224,0.31012860913557044,0.8950532078742981,1,1,0.27036458253860474,20.00697910785675,4.0069791078567505,12.450301551818848,2.5217448436470185,1.6674578436475704,0.0,0.19299501180648804,14.281630873680115,1.7183691263198853,0.04283645376563072,3.1698975786566734,0.6339795157313347,0.45573863463890385,-3.1065847873687744,-4.77404260635376,0.2075270563364029,15.357002168893814,0.6429978311061859,0.0495508536696434,3.6667631715536118,0.7333526343107224,0.31012860913557044,-2.953935146331787,-1.5962203741073608,-2.9774834782859223,0.14561002550333346
-aYumc8KoXg_1,-aYumc8KoXg,The wind is blowing while a horn is honking,5-10s,74.0,5.0,0.06756756756756757,8,0.5322582125663757,39.387107729911804,0.44099774956703186,0.03545312583446503,32.63383346796036,2.623531311750412,0.13383346796035767,0.3811656432386176,0.5247062623500824,0.644916673254762,0.9046273827552795,1,1,0.47813287377357483,35.38183265924454,2.8818326592445374,7.877421545982361,2.0640006353464284,0.12921232615624365,0.0,0.4402084946632385,32.57542860507965,0.07542860507965088,0.031616922467947006,2.3396522626280785,0.4679304525256157,0.7594355998219099,-3.4219353199005127,-3.551147699356079,0.44099774956703186,32.63383346796036,0.13383346796035767,0.03545312583446503,2.623531311750412,0.5247062623500824,0.644916673254762,-3.3034470081329346,-1.316563367843628,-2.823436235168338,0.11451892656714784
-aYumc8KoXg_1,-aYumc8KoXg,The wind is blowing while a horn is honking,5-10s,74.0,5.0,0.06756756756756757,9,0.6701281666755676,49.589484333992004,0.07395176589488983,0.05983489379286766,5.4724306762218475,4.427782140672207,0.027569323778152466,0.677540110305552,0.8855564281344414,0.12153909918828604,0.8689936995506287,1,1,0.1608370691537857,11.901943117380142,4.098056882619858,9.9178968667984,2.2943408894242903,0.7087647924817356,0.0,0.08528442680835724,6.311047583818436,0.8110475838184357,0.05405326932668686,3.9999419301748276,0.7999883860349655,0.22315806887588222,-2.8622162342071533,-3.570981025695801,0.07395176589488983,5.4724306762218475,0.027569323778152466,0.05983489379286766,4.427782140672207,0.8855564281344414,0.12153909918828604,-2.7544665336608887,-1.3098152875900269,-2.5174989583001723,0.1016189696875962
-mhFGevxLUg_1,-mhFGevxLUg,Music plays,10-20s,300.0,12.0,0.04,9,0.6701281666755676,201.0384500026703,0.018500514328479767,0.04097257927060127,5.55015429854393,12.291773781180382,0.44984570145606995,0.9285717288504313,1.0243144817650318,0.02402359056701953,0.9911121726036072,1,1,0.1608370691537857,48.25112074613571,42.25112074613571,16.75320416688919,2.8185895335224216,0.7087647924817356,0.0,0.024185700342059135,7.255710102617741,1.2557101026177406,0.048819515854120255,14.645854756236076,1.2204878963530064,0.1992506938439054,-2.969573736190796,-3.6783385276794434,0.018500514328479767,5.55015429854393,0.44984570145606995,0.04097257927060127,12.291773781180382,1.0243144817650318,0.02402359056701953,-3.1530165672302246,-1.0245413780212402,-2.619338839678516,-0.17522710327688587
-nQHwrRLfc0_1,-nQHwrRLfc0,Footsteps echo,5-10s,165.0,8.0,0.048484848484848485,4,0.07413875311613083,12.232894264161587,0.03840840235352516,0.010118101723492146,6.337386388331652,1.669486784376204,0.3373863883316517,0.2086858480470255,0.2086858480470255,1.5669252772268132,0.005478729028254747,1,1,0.5870380997657776,96.8612864613533,90.8612864613533,1.5291117830201983,0.42468703285552467,-2.5247858938815373,0.0,0.5196190476417542,85.73714286088943,79.73714286088943,0.032484814524650574,5.359994396567345,0.6699992995709181,0.4004786120142119,-3.393958330154419,-0.8691723346710205,0.03840840235352516,6.337386388331652,0.3373863883316517,0.010118101723492146,1.669486784376204,0.2086858480470255,1.5669252772268132,-4.583259582519531,-1.898660659790039,-0.8251656448697365,-1.1664466652126013
-nQHwrRLfc0_1,-nQHwrRLfc0,Footsteps echo,5-10s,165.0,8.0,0.048484848484848485,7,0.8412365913391113,138.80403757095337,0.04038868099451065,0.04772038757801056,6.664132364094257,7.873863950371742,0.6641323640942574,0.8455697253510274,0.9842329937964678,0.01589262764490775,0.9735090732574463,1,1,0.27036458253860474,44.61015611886978,38.61015611886978,17.35050469636917,2.8536215950976938,1.6674578436475704,0.0,0.052262380719184875,8.623292818665504,2.6232928186655045,0.05512136220932007,9.095024764537811,1.1368780955672264,0.12828599316040865,-2.8415191173553467,-4.508976936340332,0.04038868099451065,6.664132364094257,0.6641323640942574,0.04772038757801056,7.873863950371742,0.9842329937964678,0.01589262764490775,-2.993499994277954,-1.3856992721557617,-2.725335601937285,-0.14417862080531643
-nQHwrRLfc0_3,-nQHwrRLfc0,A machine starts up as metal clangs,5-10s,165.0,8.0,0.048484848484848485,9,0.6701281666755676,110.57114750146866,0.11293624341487885,0.06664721667766571,18.63448016345501,10.996790751814842,0.36551983654499054,0.7274849708929607,1.3745988439768553,0.31816193871625764,0.9634811282157898,1,1,0.1608370691537857,26.53811641037464,7.538116410374641,13.821393437683582,2.6262176408749656,0.7087647924817356,0.0,0.08211471140384674,13.548927381634712,5.451072618365288,0.06239369884133339,10.29496030882001,1.2868700386025012,0.2522129434083187,-2.7098658084869385,-3.418630599975586,0.11293624341487885,18.63448016345501,0.36551983654499054,0.06664721667766571,10.996790751814842,1.3745988439768553,0.31816193871625764,-2.6393699645996094,-1.2406495809555054,-2.374004697466647,0.06594899530793903
096oTVzc5Gs_1,096oTVzc5Gs,A woman talks while a dog howls,5-10s,129.0,6.0,0.046511627906976744,9,0.6701281666755676,86.44653350114822,0.02432997338473797,0.04658784717321396,3.138566566631198,6.009832285344601,0.13856656663119793,0.9548898977378557,1.0016387142241001,0.0016373729970046713,0.9738741517066956,1,1,0.1608370691537857,20.747981920838356,17.747981920838356,14.407755583524704,2.667766643787838,0.7087647924817356,0.0,0.05623956397175789,7.254903752356768,4.254903752356768,0.05288098379969597,6.82164691016078,1.1369411516934633,0.12834145590339407,-2.885380983352661,-3.5941457748413086,0.02432997338473797,3.138566566631198,0.13856656663119793,0.04658784717321396,6.009832285344601,1.0016387142241001,0.0016373729970046713,-3.018707513809204,-1.2625041007995605,-2.5394251878844436,-0.12670408290638943
096oTVzc5Gs_2,096oTVzc5Gs,Acat cries out,5-10s,129.0,6.0,0.046511627906976744,5,0.4456096887588501,57.48364984989166,0.8376102447509766,0.05533026531338692,108.05172157287598,7.137604225426912,0.9482784271240234,0.7477003413496683,1.1896007042378187,0.17361770815910943,0.9297242164611816,1,1,0.6909807920455933,89.13652217388153,19.86347782611847,9.580608308315277,2.259741087703332,-0.2184255400548803,0.0,0.7668473124504089,98.92330330610275,10.076696693897247,0.055911820381879807,7.212624829262495,1.2021041382104158,0.18407346980647846,-2.826443672180176,-2.608018159866333,0.8376102447509766,108.05172157287598,0.9482784271240234,0.05533026531338692,7.137604225426912,1.1896007042378187,0.17361770815910943,-2.837515354156494,-1.500611424446106,-2.075667617896854,-0.010455761647369038
0AsXkZkqelg_4,0AsXkZkqelg,A car picks up speed,5-10s,172.0,5.0,0.029069767441860465,1,0.3227500021457672,55.51300036907196,0.5023155212402344,0.8846771717071533,86.39826965332031,152.16447353363037,0.3982696533203125,0.03285918114713507,30.432894706726074,3.4155240861255343,0.8520593643188477,1,1,0.44674772024154663,76.84060788154602,9.15939211845398,11.102600073814392,2.4071793217723556,-0.7411624414217115,0.0,0.500169575214386,86.02916693687439,0.02916693687438965,0.7356985807418823,126.54015588760376,25.308031177520753,3.2311217832074113,1.0237302780151367,1.7648926973342896,0.5023155212402344,86.39826965332031,0.3982696533203125,0.8846771717071533,152.16447353363037,30.432894706726074,3.4155240861255343,2.037487268447876,0.6313703656196594,0.8239424614350557,0.18440230291812298
0AsXkZkqelg_4,0AsXkZkqelg,A car picks up speed,5-10s,172.0,5.0,0.029069767441860465,3,0.4910241663455963,84.45615661144257,0.7059032320976257,0.027687909081578255,121.41535592079163,4.76232036203146,0.415355920791626,0.8268093291148892,0.9524640724062919,0.0487028919511563,0.018676312640309334,1,1,0.7619823217391968,131.06095933914185,0.0609593391418457,16.89123132228851,2.8267946306070084,-0.0359071921279591,0.0,0.9247982501983643,159.06529903411865,28.065299034118652,0.0943758636713028,16.23264855146408,3.2465297102928163,1.177586644408533,-2.261338949203491,-2.2254316806793213,0.7059032320976257,121.41535592079163,0.415355920791626,0.027687909081578255,4.76232036203146,0.9524640724062919,0.0487028919511563,-3.558681011199951,-0.9942454695701599,-1.6492079861984754,-1.2262895363596893
0AsXkZkqelg_4,0AsXkZkqelg,A car picks up speed,5-10s,172.0,5.0,0.029069767441860465,5,0.4456096887588501,76.64486646652222,0.5985822081565857,0.3808940052986145,102.95613980293274,65.5137689113617,0.45613980293273926,0.07631983448799688,13.10275378227234,2.572822420502779,0.024260615929961205,1,1,0.6909807920455933,118.84869623184204,2.151303768157959,15.328973293304443,2.729744716949068,-0.2184255400548803,0.0,0.6962437629699707,119.75392723083496,1.246072769165039,0.4647693932056427,79.94033563137054,15.988067126274109,2.7718426393813007,-0.14115631580352783,0.07726925611495972,0.5985822081565857,102.95613980293274,0.45613980293273926,0.3808940052986145,65.5137689113617,13.10275378227234,2.572822420502779,-0.4857552647590637,0.09008769690990448,0.042097922432232975,-0.19902021887852148
0AsXkZkqelg_4,0AsXkZkqelg,A car picks up speed,5-10s,172.0,5.0,0.029069767441860465,8,0.5322582125663757,91.54841256141663,0.5042261481285095,0.9069939851760864,86.72689747810364,156.00296545028687,0.7268974781036377,0.0320506727905332,31.200593090057374,3.440437103931473,0.7720244526863098,1,1,0.47813287377357483,82.23885428905487,3.7611457109451294,18.309682512283324,2.9074300189557114,0.12921232615624365,0.0,0.5131464600563049,88.26119112968445,2.2611911296844482,0.8928381204605103,153.56815671920776,30.713631343841552,3.4247065737611644,2.1200647354125977,1.9908524751663208,0.5042261481285095,86.72689747810364,0.7268974781036377,0.9069939851760864,156.00296545028687,31.200593090057374,3.440437103931473,2.2774715423583984,0.656750500202179,0.5172765548054529,0.015730530170308586
0Dt-pH0pW-Y_1,0Dt-pH0pW-Y,"Amid engine noise, an announcement plays",10-20s,77.0,17.0,0.22077922077922077,1,0.3227500021457672,24.851750165224075,0.2768426239490509,0.0372791551053524,21.31688204407692,2.870494943112135,0.18311795592308044,0.8825551654020799,0.16885264371247852,1.778728875107136,0.612294614315033,1,1,0.44674772024154663,34.39957445859909,12.89957445859909,1.4618676567778868,0.3797148351904705,-0.7411624414217115,0.0,0.3497673273086548,26.93208420276642,5.4320842027664185,0.04413041099905968,3.398041646927595,0.19988480276044676,1.6100140645756404,-3.075472354888916,-2.3343098163604736,0.2768426239490509,21.31688204407692,0.18311795592308044,0.0372791551053524,2.870494943112135,0.16885264371247852,1.778728875107136,-3.251329183578491,-1.4888806343078613,-1.989728899766111,-0.1687148105314954
