qid,vid,duration_bin,audio_duration_sec,gt_duration_sec,query_slot,layer,raw_width_delta,pre_activation_width_logit,post_activation_width_norm,width_sec,width_gt_ratio,saturation_distance,abs_width_logit
-FW109cbv0g_4,-FW109cbv0g,2-5s,96.0,2.0,6,layer1,-4.702878475189209,-3.0225846767425537,0.046415939927101135,4.455930233001709,2.2279651165008545,0.046415939927101135,3.0225846767425537
-FW109cbv0g_4,-FW109cbv0g,2-5s,96.0,2.0,6,layer2,-1.863223671913147,-3.1713061332702637,0.040259916335344315,3.864951968193054,1.932475984096527,0.040259916335344315,3.1713061332702637
-FW109cbv0g_5,-FW109cbv0g,2-5s,96.0,3.0,3,layer1,-3.107978343963623,-3.143885612487793,0.04133288189768791,3.9679566621780396,1.3226522207260132,0.04133288189768791,3.143885612487793
-FW109cbv0g_5,-FW109cbv0g,2-5s,96.0,3.0,3,layer2,-1.1180387735366821,-2.9881792068481445,0.04796276241540909,4.6044251918792725,1.5348083972930908,0.04796276241540909,2.9881792068481445
-NrFeH-kBSM_1,-NrFeH-kBSM,5-10s,300.0,5.0,9,layer1,-3.9398505687713623,-3.231085777282715,0.03801252320408821,11.403756961226463,2.2807513922452927,0.03801252320408821,3.231085777282715
-NrFeH-kBSM_1,-NrFeH-kBSM,5-10s,300.0,5.0,9,layer2,-1.442618727684021,-3.663691997528076,0.02499682456254959,7.499047368764877,1.4998094737529755,0.02499682456254959,3.663691997528076
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,1,layer1,-2.642157793045044,-3.3833203315734863,0.03282083198428154,2.428741566836834,0.4857483133673668,0.03282083198428154,3.3833203315734863
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,1,layer2,-1.1483620405197144,-3.2312769889831543,0.038005534559488297,2.812409557402134,0.5624819114804268,0.038005534559488297,3.2312769889831543
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,7,layer1,-4.77404260635376,-3.1065847873687744,0.04283645376563072,3.1698975786566734,0.6339795157313347,0.04283645376563072,3.1065847873687744
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,7,layer2,-1.5962203741073608,-2.953935146331787,0.0495508536696434,3.6667631715536118,0.7333526343107224,0.0495508536696434,2.953935146331787
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,8,layer1,-3.551147699356079,-3.4219353199005127,0.031616922467947006,2.3396522626280785,0.4679304525256157,0.031616922467947006,3.4219353199005127
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,8,layer2,-1.316563367843628,-3.3034470081329346,0.03545312583446503,2.623531311750412,0.5247062623500824,0.03545312583446503,3.3034470081329346
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,9,layer1,-3.570981025695801,-2.8622162342071533,0.05405326932668686,3.9999419301748276,0.7999883860349655,0.05405326932668686,2.8622162342071533
-aYumc8KoXg_1,-aYumc8KoXg,5-10s,74.0,5.0,9,layer2,-1.3098152875900269,-2.7544665336608887,0.05983489379286766,4.427782140672207,0.8855564281344414,0.05983489379286766,2.7544665336608887
-mhFGevxLUg_1,-mhFGevxLUg,10-20s,300.0,12.0,9,layer1,-3.6783385276794434,-2.969573736190796,0.048819515854120255,14.645854756236076,1.2204878963530064,0.048819515854120255,2.969573736190796
-mhFGevxLUg_1,-mhFGevxLUg,10-20s,300.0,12.0,9,layer2,-1.0245413780212402,-3.1530165672302246,0.04097257927060127,12.291773781180382,1.0243144817650318,0.04097257927060127,3.1530165672302246
-nQHwrRLfc0_1,-nQHwrRLfc0,5-10s,165.0,8.0,4,layer1,-0.8691723346710205,-3.393958330154419,0.032484814524650574,5.359994396567345,0.6699992995709181,0.032484814524650574,3.393958330154419
-nQHwrRLfc0_1,-nQHwrRLfc0,5-10s,165.0,8.0,4,layer2,-1.898660659790039,-4.583259582519531,0.010118101723492146,1.669486784376204,0.2086858480470255,0.010118101723492146,4.583259582519531
-nQHwrRLfc0_1,-nQHwrRLfc0,5-10s,165.0,8.0,7,layer1,-4.508976936340332,-2.8415191173553467,0.05512136220932007,9.095024764537811,1.1368780955672264,0.05512136220932007,2.8415191173553467
-nQHwrRLfc0_1,-nQHwrRLfc0,5-10s,165.0,8.0,7,layer2,-1.3856992721557617,-2.993499994277954,0.04772038757801056,7.873863950371742,0.9842329937964678,0.04772038757801056,2.993499994277954
-nQHwrRLfc0_3,-nQHwrRLfc0,5-10s,165.0,8.0,9,layer1,-3.418630599975586,-2.7098658084869385,0.06239369884133339,10.29496030882001,1.2868700386025012,0.06239369884133339,2.7098658084869385
-nQHwrRLfc0_3,-nQHwrRLfc0,5-10s,165.0,8.0,9,layer2,-1.2406495809555054,-2.6393699645996094,0.06664721667766571,10.996790751814842,1.3745988439768553,0.06664721667766571,2.6393699645996094
096oTVzc5Gs_1,096oTVzc5Gs,5-10s,129.0,6.0,9,layer1,-3.5941457748413086,-2.885380983352661,0.05288098379969597,6.82164691016078,1.1369411516934633,0.05288098379969597,2.885380983352661
096oTVzc5Gs_1,096oTVzc5Gs,5-10s,129.0,6.0,9,layer2,-1.2625041007995605,-3.018707513809204,0.04658784717321396,6.009832285344601,1.0016387142241001,0.04658784717321396,3.018707513809204
096oTVzc5Gs_2,096oTVzc5Gs,5-10s,129.0,6.0,5,layer1,-2.608018159866333,-2.826443672180176,0.055911820381879807,7.212624829262495,1.2021041382104158,0.055911820381879807,2.826443672180176
096oTVzc5Gs_2,096oTVzc5Gs,5-10s,129.0,6.0,5,layer2,-1.500611424446106,-2.837515354156494,0.05533026531338692,7.137604225426912,1.1896007042378187,0.05533026531338692,2.837515354156494
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,1,layer1,1.7648926973342896,1.0237302780151367,0.7356985807418823,126.54015588760376,25.308031177520753,0.2643014192581177,1.0237302780151367
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,1,layer2,0.6313703656196594,2.037487268447876,0.8846771717071533,152.16447353363037,30.432894706726074,0.11532282829284668,2.037487268447876
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,3,layer1,-2.2254316806793213,-2.261338949203491,0.0943758636713028,16.23264855146408,3.2465297102928163,0.0943758636713028,2.261338949203491
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,3,layer2,-0.9942454695701599,-3.558681011199951,0.027687909081578255,4.76232036203146,0.9524640724062919,0.027687909081578255,3.558681011199951
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,5,layer1,0.07726925611495972,-0.14115631580352783,0.4647693932056427,79.94033563137054,15.988067126274109,0.4647693932056427,0.14115631580352783
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,5,layer2,0.09008769690990448,-0.4857552647590637,0.3808940052986145,65.5137689113617,13.10275378227234,0.3808940052986145,0.4857552647590637
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,8,layer1,1.9908524751663208,2.1200647354125977,0.8928381204605103,153.56815671920776,30.713631343841552,0.10716187953948975,2.1200647354125977
0AsXkZkqelg_4,0AsXkZkqelg,5-10s,172.0,5.0,8,layer2,0.656750500202179,2.2774715423583984,0.9069939851760864,156.00296545028687,31.200593090057374,0.09300601482391357,2.2774715423583984
0Dt-pH0pW-Y_1,0Dt-pH0pW-Y,10-20s,77.0,17.0,1,layer1,-2.3343098163604736,-3.075472354888916,0.04413041099905968,3.398041646927595,0.19988480276044676,0.04413041099905968,3.075472354888916
0Dt-pH0pW-Y_1,0Dt-pH0pW-Y,10-20s,77.0,17.0,1,layer2,-1.4888806343078613,-3.251329183578491,0.0372791551053524,2.870494943112135,0.16885264371247852,0.0372791551053524,3.251329183578491
0Dt-pH0pW-Y_1,0Dt-pH0pW-Y,10-20s,77.0,17.0,6,layer1,-4.5930585861206055,-2.91276478767395,0.05152614414691925,3.9675130993127823,0.23338312348898718,0.05152614414691925,2.91276478767395
0Dt-pH0pW-Y_1,0Dt-pH0pW-Y,10-20s,77.0,17.0,6,layer2,-2.1036646366119385,-3.315220832824707,0.035052698105573654,2.6990577541291714,0.1587681031840689,0.035052698105573654,3.315220832824707
0On6-JiVwRs_1,0On6-JiVwRs,10-20s,143.0,10.0,5,layer1,-2.8568217754364014,-3.075247287750244,0.04413990676403046,6.312006667256355,0.6312006667256356,0.04413990676403046,3.075247287750244
0On6-JiVwRs_1,0On6-JiVwRs,10-20s,143.0,10.0,5,layer2,-1.0917065143585205,-2.7702670097351074,0.058952197432518005,8.430164232850075,0.8430164232850075,0.058952197432518005,2.7702670097351074
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,61.0,2.0,7,layer1,-4.56617546081543,-2.8987176418304443,0.052216991782188416,3.1852364987134933,1.5926182493567467,0.052216991782188416,2.8987176418304443
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,61.0,2.0,7,layer2,-2.1526572704315186,-3.102177143096924,0.043017540127038956,2.6240699477493763,1.3120349738746881,0.043017540127038956,3.102177143096924
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,61.0,2.0,8,layer1,-3.5432629585266113,-3.414050579071045,0.031859226524829865,1.9434128180146217,0.9717064090073109,0.031859226524829865,3.414050579071045
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,61.0,2.0,8,layer2,-1.5367066860198975,-3.330439805984497,0.03454155847430229,2.10703506693244,1.05351753346622,0.03454155847430229,3.330439805984497
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,61.0,2.0,9,layer1,-3.5126843452453613,-2.803919553756714,0.05711273476481438,3.483876820653677,1.7419384103268385,0.05711273476481438,2.803919553756714
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,61.0,2.0,9,layer2,-1.6513148546218872,-3.1102724075317383,0.04268551245331764,2.603816259652376,1.301908129826188,0.04268551245331764,3.1102724075317383
0_K6OKtoBBU_2,0_K6OKtoBBU,10-20s,61.0,15.0,8,layer1,-3.2982449531555176,-3.169032573699951,0.040347855538129807,2.461219187825918,0.16408127918839455,0.040347855538129807,3.169032573699951
0_K6OKtoBBU_2,0_K6OKtoBBU,10-20s,61.0,15.0,8,layer2,-1.5265623331069946,-3.065788745880127,0.04454069957137108,2.716982673853636,0.18113217825690905,0.04454069957137108,3.065788745880127
0_K6OKtoBBU_3,0_K6OKtoBBU,2-5s,61.0,2.0,1,layer1,-2.4032037258148193,-3.1443662643432617,0.041313838213682175,2.5201441310346127,1.2600720655173063,0.041313838213682175,3.1443662643432617
0_K6OKtoBBU_3,0_K6OKtoBBU,2-5s,61.0,2.0,1,layer2,-1.4053833484649658,-3.1111011505126953,0.04265165701508522,2.6017510779201984,1.3008755389600992,0.04265165701508522,3.1111011505126953
0a9wVat2PWk_1,0a9wVat2PWk,5-10s,300.0,8.0,3,layer1,-3.25510573387146,-3.29101300239563,0.035880785435438156,10.764235630631447,1.3455294538289309,0.035880785435438156,3.29101300239563
0a9wVat2PWk_1,0a9wVat2PWk,5-10s,300.0,8.0,3,layer2,-0.5877090692520142,-3.3129143714904785,0.03513079881668091,10.539239645004272,1.317404955625534,0.03513079881668091,3.3129143714904785
0a9wVat2PWk_1,0a9wVat2PWk,5-10s,300.0,8.0,6,layer1,-5.282101631164551,-3.6018078327178955,0.026550227776169777,7.965068332850933,0.9956335416063666,0.026550227776169777,3.6018078327178955
0a9wVat2PWk_1,0a9wVat2PWk,5-10s,300.0,8.0,6,layer2,-1.4803922176361084,-3.861272096633911,0.020607605576515198,6.182281672954559,0.7727852091193199,0.020607605576515198,3.861272096633911
0a9wVat2PWk_2,0a9wVat2PWk,2-5s,300.0,4.0,9,layer1,-3.611407518386841,-2.9026427268981934,0.05202307552099228,15.606922656297684,3.901730664074421,0.05202307552099228,2.9026427268981934
0a9wVat2PWk_2,0a9wVat2PWk,2-5s,300.0,4.0,9,layer2,-1.6583291292190552,-3.1429738998413086,0.04136902093887329,12.410706281661987,3.102676570415497,0.04136902093887329,3.1429738998413086
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,300.0,3.0,0,layer1,-2.09317946434021,-3.547506332397461,0.02799033559858799,8.397100679576397,2.799033559858799,0.02799033559858799,3.547506332397461
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,300.0,3.0,0,layer2,-1.5001928806304932,-3.912217617034912,0.01960410177707672,5.881230533123016,1.9604101777076721,0.01960410177707672,3.912217617034912
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,300.0,3.0,8,layer1,-3.4770348072052,-3.347822427749634,0.0339665450155735,10.18996350467205,3.39665450155735,0.0339665450155735,3.347822427749634
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,300.0,3.0,8,layer2,-1.7605351209640503,-3.3548855781555176,0.03373554348945618,10.120663046836853,3.3735543489456177,0.03373554348945618,3.3548855781555176
0jGH7A_hpBM_1,0jGH7A_hpBM,20s+,221.0,25.0,2,layer1,-3.398918867111206,-3.025174617767334,0.04630143940448761,10.232618108391762,0.40930472433567044,0.04630143940448761,3.025174617767334
0jGH7A_hpBM_1,0jGH7A_hpBM,20s+,221.0,25.0,2,layer2,-0.9110863208770752,-3.282400608062744,0.036179911345243454,7.995760407298803,0.31983041629195214,0.036179911345243454,3.282400608062744
0jGH7A_hpBM_1,0jGH7A_hpBM,20s+,221.0,25.0,9,layer1,-3.061279058456421,-2.3525142669677734,0.08686614036560059,19.19741702079773,0.7678966808319092,0.08686614036560059,2.3525142669677734
0jGH7A_hpBM_1,0jGH7A_hpBM,20s+,221.0,25.0,9,layer2,-1.022152304649353,-2.4136147499084473,0.08214037865400314,18.153023682534695,0.7261209473013878,0.08214037865400314,2.4136147499084473
0jGH7A_hpBM_2,0jGH7A_hpBM,5-10s,221.0,8.0,7,layer1,-4.95668888092041,-3.289231061935425,0.035942479968070984,7.943288072943687,0.9929110091179609,0.035942479968070984,3.289231061935425
0jGH7A_hpBM_2,0jGH7A_hpBM,5-10s,221.0,8.0,7,layer2,-1.8973388671875,-3.4617209434509277,0.03042123094201088,6.723092038184404,0.8403865047730505,0.03042123094201088,3.4617209434509277
0qbHT34qTZE_2,0qbHT34qTZE,20s+,300.0,65.0,3,layer1,-3.0792057514190674,-3.1151130199432373,0.04248814657330513,12.746443971991539,0.19609913803063905,0.04248814657330513,3.1151130199432373
0qbHT34qTZE_2,0qbHT34qTZE,20s+,300.0,65.0,3,layer2,-1.1418181657791138,-2.8822622299194336,0.053037405014038086,15.911221504211426,0.24478802314171424,0.053037405014038086,2.8822622299194336
0qbHT34qTZE_2,0qbHT34qTZE,20s+,300.0,65.0,8,layer1,-3.1496224403381348,-3.0204100608825684,0.04651228338479996,13.953685015439987,0.21467207716061518,0.04651228338479996,3.0204100608825684
0qbHT34qTZE_2,0qbHT34qTZE,20s+,300.0,65.0,8,layer2,-1.4839963912963867,-2.8950676918029785,0.05239792540669441,15.719377622008324,0.24183657880012804,0.05239792540669441,2.8950676918029785
0rSETXszQM0_2,0rSETXszQM0,5-10s,112.0,5.0,3,layer1,-3.1377851963043213,-3.173692464828491,0.04016781225800514,4.498794972896576,0.8997589945793152,0.04016781225800514,3.173692464828491
0rSETXszQM0_2,0rSETXszQM0,5-10s,112.0,5.0,3,layer2,-1.071406364440918,-3.0633697509765625,0.04464375972747803,5.000101089477539,1.0000202178955078,0.04464375972747803,3.0633697509765625
0yxEvdnimGg_1,0yxEvdnimGg,20s+,299.0,38.0,9,layer1,-3.214155435562134,-2.5053906440734863,0.07548113912343979,22.568860597908497,0.5939173841554868,0.07548113912343979,2.5053906440734863
0yxEvdnimGg_1,0yxEvdnimGg,20s+,299.0,38.0,9,layer2,-1.1314111948013306,-2.3868885040283203,0.08417799323797226,25.169219978153706,0.6623478941619396,0.08417799323797226,2.3868885040283203
1DKLyH3FixM_1,1DKLyH3FixM,20s+,300.0,100.0,8,layer1,-3.313655138015747,-3.1844427585601807,0.039755385369062424,11.926615610718727,0.11926615610718727,0.039755385369062424,3.1844427585601807
1DKLyH3FixM_1,1DKLyH3FixM,20s+,300.0,100.0,8,layer2,-1.151737093925476,-3.555936813354492,0.027761884033679962,8.328565210103989,0.08328565210103989,0.027761884033679962,3.555936813354492
1GgEpRZDWN0_2,1GgEpRZDWN0,10-20s,300.0,10.0,5,layer1,-3.1738269329071045,-3.3922524452209473,0.03253847360610962,9.761542081832886,0.9761542081832886,0.03253847360610962,3.3922524452209473
1GgEpRZDWN0_2,1GgEpRZDWN0,10-20s,300.0,10.0,5,layer2,-1.0369683504104614,-3.1599388122558594,0.04070144146680832,12.210432440042496,1.2210432440042496,0.04070144146680832,3.1599388122558594
1IoHRTUp86c_1,1IoHRTUp86c,5-10s,226.0,5.0,1,layer1,-1.7744628190994263,-2.515625238418579,0.07477002590894699,16.89802585542202,3.379605171084404,0.07477002590894699,2.515625238418579
1IoHRTUp86c_1,1IoHRTUp86c,5-10s,226.0,5.0,1,layer2,-1.325177550315857,-2.529794692993164,0.07379567623138428,16.677822828292847,3.3355645656585695,0.07379567623138428,2.529794692993164
1L_OyngNZMA_1,1L_OyngNZMA,20s+,166.0,20.0,6,layer1,-4.971234321594238,-3.290940523147583,0.03588329255580902,5.9566265642642975,0.2978313282132149,0.03588329255580902,3.290940523147583
1L_OyngNZMA_1,1L_OyngNZMA,20s+,166.0,20.0,6,layer2,-1.713936686515808,-3.165137529373169,0.040498945862054825,6.722825013101101,0.33614125065505507,0.040498945862054825,3.165137529373169
1QNLMF-Kl_s_1,1QNLMF-Kl_s,5-10s,299.0,5.0,3,layer1,-3.7004706859588623,-3.7363779544830322,0.023285171017050743,6.962266134098172,1.3924532268196343,0.023285171017050743,3.7363779544830322
1QNLMF-Kl_s_1,1QNLMF-Kl_s,5-10s,299.0,5.0,3,layer2,-1.0631169080734253,-3.643798351287842,0.025486279278993607,7.620397504419088,1.5240795008838177,0.025486279278993607,3.643798351287842
1QNLMF-Kl_s_1,1QNLMF-Kl_s,5-10s,299.0,5.0,5,layer1,-3.660590171813965,-3.8790156841278076,0.020252520218491554,6.055503545328975,1.211100709065795,0.020252520218491554,3.8790156841278076
1QNLMF-Kl_s_1,1QNLMF-Kl_s,5-10s,299.0,5.0,5,layer2,-1.0255733728408813,-3.4947762489318848,0.029461227357387543,8.808906979858875,1.761781395971775,0.029461227357387543,3.4947762489318848
1Uh74_rZ72k_1,1Uh74_rZ72k,5-10s,71.0,7.0,0,layer1,-1.8380242586135864,-3.292351245880127,0.035834524780511856,2.544251259416342,0.36346446563090595,0.035834524780511856,3.292351245880127
1Uh74_rZ72k_1,1Uh74_rZ72k,5-10s,71.0,7.0,0,layer2,-0.7443060874938965,-3.1327157020568848,0.041777752339839935,2.9662204161286354,0.4237457737326622,0.041777752339839935,3.1327157020568848
1Uh74_rZ72k_1,1Uh74_rZ72k,5-10s,71.0,7.0,2,layer1,-3.5941288471221924,-3.2203845977783203,0.038405779749155045,2.726810362190008,0.38954433745571543,0.038405779749155045,3.2203845977783203
1Uh74_rZ72k_1,1Uh74_rZ72k,5-10s,71.0,7.0,2,layer2,-0.8718696236610413,-3.0982506275177,0.0431794710457325,3.0657424442470074,0.43796320632100105,0.0431794710457325,3.0982506275177
1WTSW96XP6E_1,1WTSW96XP6E,5-10s,300.0,7.0,8,layer1,-3.4705440998077393,-3.341331720352173,0.0341801680624485,10.25405041873455,1.4648643455335073,0.0341801680624485,3.341331720352173
1WTSW96XP6E_1,1WTSW96XP6E,5-10s,300.0,7.0,8,layer2,-1.5480690002441406,-3.1960151195526123,0.03931595757603645,11.794787272810936,1.6849696104015623,0.03931595757603645,3.1960151195526123
1nUOGZgSzZo_1,1nUOGZgSzZo,10-20s,300.0,14.0,4,layer1,-1.0237905979156494,-3.548576593399048,0.027961235493421555,8.388370648026466,0.5991693320018905,0.027961235493421555,3.548576593399048
1nUOGZgSzZo_1,1nUOGZgSzZo,10-20s,300.0,14.0,4,layer2,-1.1088088750839233,-3.3449158668518066,0.03406204655766487,10.218613967299461,0.7299009976642472,0.03406204655766487,3.3449158668518066
1nUOGZgSzZo_1,1nUOGZgSzZo,10-20s,300.0,14.0,6,layer1,-4.728323936462402,-3.048030138015747,0.04530259221792221,13.590777665376663,0.9707698332411903,0.04530259221792221,3.048030138015747
1nUOGZgSzZo_1,1nUOGZgSzZo,10-20s,300.0,14.0,6,layer2,-1.5332127809524536,-3.0476608276367188,0.045318569988012314,13.595570996403694,0.9711122140288353,0.045318569988012314,3.0476608276367188
1slvoNgzBLE_2,1slvoNgzBLE,2-5s,299.0,3.0,8,layer1,-3.413548231124878,-3.2843358516693115,0.03611249104142189,10.797634821385145,3.5992116071283817,0.03611249104142189,3.2843358516693115
1slvoNgzBLE_2,1slvoNgzBLE,2-5s,299.0,3.0,8,layer2,-1.3584834337234497,-3.106851100921631,0.04282553866505623,12.804836060851812,4.268278686950604,0.04282553866505623,3.106851100921631
1slvoNgzBLE_2,1slvoNgzBLE,2-5s,299.0,3.0,9,layer1,-3.323228597640991,-2.6144638061523438,0.0682133361697197,20.39578751474619,6.79859583824873,0.0682133361697197,2.6144638061523438
1slvoNgzBLE_2,1slvoNgzBLE,2-5s,299.0,3.0,9,layer2,-1.3894137144088745,-2.509909152984619,0.07516642659902573,22.474761553108692,7.491587184369564,0.07516642659902573,2.509909152984619
