split,qid,vid,gt_index,duration_bin,audio_duration_sec,gt_duration_sec,query_slot,pred_width_sec,width_gt_ratio,width_l1_loss_unweighted,giou_loss_unweighted,width_loss_weighted,width_coordinate_gradient_abs,width_head_output_gradient_abs,gradient_definition
train,-2qHGzHjUOU_2,-2qHGzHjUOU,0,0-2s,94.0,1.999999761581421,4,2.8190152384340763,1.40950778724346,0.008712930604815483,1.0197843313217163,1.106913685798645,0.2507791519165039,0.0072952037165437056,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-2qHGzHjUOU_2,-2qHGzHjUOU,1,2-5s,94.0,2.9999996423721313,9,3.18597249686718,1.0619909588882477,0.0019784346222877502,0.7405990362167358,0.7603833675384521,2.91341495513916,0.09539851117847008,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-2va_YGrK_4_1,-2va_YGrK_4,0,5-10s,300.0,6.999993324279785,5,11.467241495847702,1.6381789188388323,0.014890827238559723,0.38956546783447266,0.5384737253189087,25.969886779785156,0.954732338871941,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-2va_YGrK_4_2,-2va_YGrK_4,0,0-2s,300.0,1.9999980926513672,4,11.301736906170845,5.650873842178671,0.031005796045064926,0.8230359554290771,1.1330939531326294,14.697444915771484,0.5328300329887883,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3-t7Sm6un0_1,-3-t7Sm6un0,2,2-5s,105.0,4.000001326203346,6,3.632028456777334,0.9080068131439151,0.003504503518342972,0.8526361584663391,0.8876811861991882,16.729522705078125,0.558669485758399,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3-t7Sm6un0_1,-3-t7Sm6un0,1,5-10s,105.0,6.000000424683094,7,4.846427366137505,0.8077378371841502,0.010986410081386566,0.6214215755462646,0.7312856912612915,14.146583557128906,0.6228179563251844,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3-t7Sm6un0_1,-3-t7Sm6un0,0,5-10s,105.0,7.000000365078449,9,8.247601725161076,1.1782287564307354,0.011881917715072632,0.2659904360771179,0.38480961322784424,8.411909103393555,0.6088431060218961,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3-t7Sm6un0_2,-3-t7Sm6un0,0,2-5s,105.0,4.000000543892384,7,3.9419319480657578,0.985482853017285,0.000553034245967865,0.68826824426651,0.6937986016273499,15.968096733093262,0.5769719110329353,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3-t7Sm6un0_3,-3-t7Sm6un0,1,5-10s,105.0,8.000002652406693,4,4.484756011515856,0.5605943155739677,0.03347853943705559,0.9330624938011169,1.2678478956222534,14.186286926269531,0.5800439391140197,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3-t7Sm6un0_3,-3-t7Sm6un0,0,2-5s,105.0,2.9999998211860657,6,3.17773774266243,1.0592459773567902,0.001692742109298706,0.22843259572982788,0.24536001682281494,6.560892105102539,0.19255069551581946,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3-t7Sm6un0_4,-3-t7Sm6un0,0,20s+,105.0,44.999997317790985,5,44.08437430858612,0.9796528208048833,0.008720219135284424,0.057851314544677734,0.14505350589752197,10.066214561462402,2.45188996186263,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3AAH5MfbnY_1,-3AAH5MfbnY,0,0-2s,299.0,1.9999990090727806,9,10.536303907632828,5.2681545639952905,0.028549514710903168,0.8101804256439209,1.0956755876541138,15.386713027954102,0.5230978439997399,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3AAH5MfbnY_2,-3AAH5MfbnY,0,2-5s,299.0,3.9999935626983643,6,11.238623846322298,2.8096604832385808,0.024209465831518173,1.2514501810073853,1.4935448169708252,0.8096904754638672,0.02929019691732855,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3AAH5MfbnY_3,-3AAH5MfbnY,0,10-20s,299.0,13.999995291233063,4,10.80958878621459,0.772113744422733,0.010670255869626999,0.22788697481155396,0.33458954095840454,31.35712242126465,1.092653659455384,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3AAH5MfbnY_4,-3AAH5MfbnY,0,0-2s,299.0,1.9999967813491821,5,11.369832310825586,5.684925304307534,0.03133724257349968,0.9892375469207764,1.302609920501709,1.180593490600586,0.043186350150903836,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3AAH5MfbnY_5,-3AAH5MfbnY,0,0-2s,299.0,1.9999967813491821,3,11.945640940219164,5.972830082336797,0.03326302394270897,0.8325749635696411,1.1652052402496338,14.190662384033203,0.5442944349132552,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3YeIAVRaOs_1,-3YeIAVRaOs,0,20s+,300.0,21.000006794929504,1,21.282995492219925,1.0134756478916354,0.0009432956576347351,0.18773049116134644,0.1971634477376938,8.793067932128906,0.5795543071594973,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3YeIAVRaOs_1,-3YeIAVRaOs,1,20s+,300.0,22.999995946884155,4,24.888262152671814,1.0820985451540248,0.006294220685958862,0.21644866466522217,0.2793908715248108,8.790786743164062,0.6687887022942626,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-3YeIAVRaOs_1,-3YeIAVRaOs,2,20s+,300.0,37.99999952316284,5,41.91069155931473,1.1029129496111738,0.013035640120506287,0.21916526556015015,0.349521666765213,9.267374992370605,1.11380475624275,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-5HoQzaVHZY_1,-5HoQzaVHZY,0,0-2s,299.0,0.9999983906745911,1,7.84950383938849,7.849516471814796,0.02290804497897625,0.8726035356521606,1.1016839742660522,14.852733612060547,0.37968527625492005,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-5HoQzaVHZY_2,-5HoQzaVHZY,0,5-10s,299.0,8.999994426965714,8,8.129352705553174,0.9032619710514564,0.0029118452221155167,0.5351804494857788,0.5642989277839661,16.842025756835938,0.44545907866235307,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-5HoQzaVHZY_3,-5HoQzaVHZY,0,10-20s,299.0,11.00000011920929,4,13.33762177824974,1.2125110576097418,0.007818132638931274,0.22406339645385742,0.30224472284317017,7.555660247802734,0.3220041652857873,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-5HoQzaVHZY_4,-5HoQzaVHZY,0,0-2s,299.0,1.9999967813491821,3,8.450794285163283,4.225403942631569,0.02157457359135151,0.7633365988731384,0.9790823459625244,18.373443603515625,0.5046211006127024,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-5HoQzaVHZY_4,-5HoQzaVHZY,1,5-10s,299.0,8.999994426965714,8,9.192767703905702,1.0214192662566992,0.0006447266787290573,0.5421745777130127,0.5486218333244324,3.504880905151367,0.10444469689975548,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-62RXhX5GZk_1,-62RXhX5GZk,0,2-5s,123.0,3.000004470348358,0,4.435102991759777,1.478365460983722,0.011667467653751373,0.6122066974639893,0.7288813591003418,2.9723286628723145,0.10331097125070678,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-62RXhX5GZk_2,-62RXhX5GZk,3,5-10s,123.0,8.99999874830246,0,6.504784852266312,0.7227539729928535,0.02028629183769226,0.3050944209098816,0.5079573392868042,12.051111221313477,0.6036120432932771,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-62RXhX5GZk_2,-62RXhX5GZk,0,5-10s,123.0,8.99999874830246,3,7.566954385489225,0.8407728264313894,0.011650767177343369,0.33521389961242676,0.45172157883644104,12.071634292602539,0.6969588186000371,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-62RXhX5GZk_2,-62RXhX5GZk,2,5-10s,123.0,7.0000006556510925,4,5.93244668841362,0.8474923046791949,0.008679300546646118,1.3516099452972412,1.4384028911590576,14.16756534576416,0.6503623437511376,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-62RXhX5GZk_2,-62RXhX5GZk,1,0-2s,123.0,1.9999980926513672,8,4.663864228874445,2.3319343383431086,0.021657448261976242,1.6613123416900635,1.8778867721557617,4.807222843170166,0.17536677457647573,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-62RXhX5GZk_2,-62RXhX5GZk,4,5-10s,123.0,7.000000197440386,9,7.52555688098073,1.0750795241023734,0.004272818565368652,0.3733714818954468,0.4160996675491333,7.428587436676025,0.42669792978418797,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-6BBqWhciP4_1,-6BBqWhciP4,0,20s+,299.0,24.999995410442352,3,22.499516017735004,0.8999808059299518,0.008362807333469391,0.10001879930496216,0.18364687263965607,21.960010528564453,1.5281262616610154,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-8uTrn1Y85U_1,-8uTrn1Y85U,0,0-2s,188.0,0.9999998807907104,7,9.76467826962471,9.764679433665208,0.046620629727840424,0.8975901007652283,1.3637964725494385,11.971704483032227,0.5895111209501845,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-8yNBmjX1bE_1,-8yNBmjX1bE,0,0-2s,300.0,1.9999992102384567,9,6.140695698559284,3.0703490617014486,0.013802321627736092,0.6743043661117554,0.8123275637626648,25.911663055419922,0.5195290071895265,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-8yNBmjX1bE_2,-8yNBmjX1bE,0,0-2s,300.0,1.9999980926513672,4,13.810912147164345,6.905462659144553,0.03936971351504326,0.8551870584487915,1.2488842010498047,13.145620346069336,0.5773165519577101,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_1,-9WBkdJq104,0,2-5s,299.0,4.99999975040555,9,3.922894555144012,0.7845789501941127,0.0036023585125803947,0.36931997537612915,0.40534356236457825,20.090368270874023,0.26012834055064926,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_2,-9WBkdJq104,3,10-20s,299.0,13.999995291233063,0,22.710677482187748,1.6221917943364883,0.029132716357707977,0.3835488557815552,0.6748760342597961,18.115962982177734,1.271490850156329,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_2,-9WBkdJq104,4,20s+,299.0,40.00002473592758,3,33.48589137941599,0.8371467667953547,0.0217863991856575,0.16285324096679688,0.3807172179222107,17.474998474121094,1.7378978147383186,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_2,-9WBkdJq104,2,10-20s,299.0,15.000011503696442,4,15.456161301583052,1.030409963203975,0.0015255846083164215,0.16768169403076172,0.18293753266334534,8.491823196411133,0.4162750894663034,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_2,-9WBkdJq104,1,20s+,299.0,38.00001013278961,8,31.906965546309948,0.8396567641643319,0.020378075540065765,0.20968025922775269,0.41346102952957153,10.802803039550781,1.029774532059453,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_2,-9WBkdJq104,0,5-10s,299.0,6.99999987334013,9,18.568618644028902,2.652659854287779,0.03869103267788887,0.6230199933052063,1.0099303722381592,16.070297241210938,0.9360256312255277,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_3,-9WBkdJq104,2,10-20s,299.0,13.999995291233063,0,15.882232375442982,1.1344455512344775,0.006295107305049896,0.1185116171836853,0.18146269023418427,26.59494972229004,1.3376283606344048,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_3,-9WBkdJq104,4,20s+,299.0,23.000016450881958,3,16.985640581697226,0.7385055840273494,0.020114969462156296,0.3722999691963196,0.5734496712684631,12.265710830688477,0.6572089926061172,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_3,-9WBkdJq104,1,10-20s,299.0,12.000016331672668,4,12.88304141163826,1.0735853231828483,0.002953261137008667,0.13390254974365234,0.163435161113739,8.498723983764648,0.3504074658388661,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_3,-9WBkdJq104,3,2-5s,299.0,4.000011384487152,5,16.56969339773059,4.142411559624852,0.04203907027840614,0.7585959434509277,1.178986668586731,14.356132507324219,0.7514859260546657,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-9WBkdJq104_3,-9WBkdJq104,0,2-5s,299.0,4.999991953372955,8,19.916864812374115,3.9833793730284612,0.049889206886291504,0.8421299457550049,1.34102201461792,4.149584770202637,0.2579982933340557,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-BJCsQRd4wI_1,-BJCsQRd4wI,3,0-2s,299.0,1.9999967813491821,3,15.621996387839317,7.811010764377751,0.04555852711200714,0.9840307831764221,1.439616084098816,1.518453598022461,0.07519030002654686,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-BJCsQRd4wI_1,-BJCsQRd4wI,2,2-5s,299.0,2.999995172023773,5,37.82176996767521,12.607276945102862,0.11646078526973724,1.177205204963684,2.341813087463379,6.4527363777160645,0.7129849609264194,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-BJCsQRd4wI_1,-BJCsQRd4wI,0,5-10s,299.0,5.99999925494194,7,36.107465371489525,6.017911642530516,0.10069386661052704,0.833829402923584,1.8407680988311768,11.376031875610352,1.2078796950065835,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-BJCsQRd4wI_1,-BJCsQRd4wI,1,20s+,299.0,156.99999684095383,8,141.3938573896885,0.9005978358899276,0.052194446325302124,0.4322691559791565,0.9542136192321777,10.339529037475586,2.5772827271513727,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-BJCsQRd4wI_2,-BJCsQRd4wI,0,2-5s,299.0,3.999998018145561,7,10.26910962536931,2.5672786783354886,0.02096692845225334,1.194873332977295,1.4045426845550537,0.07930374145507812,0.0026301307622035915,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_1,-D1MURvq6Mc,0,5-10s,300.0,7.000000029802322,9,11.220438033342361,1.6029197122245187,0.014068126678466797,0.37613844871520996,0.5168197154998779,26.680139541625977,0.9605541488771996,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_2,-D1MURvq6Mc,3,2-5s,300.0,3.9999961853027344,0,8.95887315273285,2.2397204241470567,0.016529589891433716,0.5535152554512024,0.7188111543655396,24.951160430908203,0.7228629902513193,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_2,-D1MURvq6Mc,1,0-2s,300.0,0.9999990463256836,1,11.476467177271843,11.47647812209427,0.0349215604364872,1.4881501197814941,1.837365746498108,0.8422508239746094,0.030987632393480163,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_2,-D1MURvq6Mc,0,2-5s,300.0,2.0000070333480835,7,9.484977275133133,4.742471959838531,0.024949900805950165,1.3100697994232178,1.5595687627792358,1.8048648834228516,0.055259515821259,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_2,-D1MURvq6Mc,2,0-2s,300.0,1.9999980926513672,8,10.818859934806824,5.409435126242758,0.02939620614051819,0.8425719738006592,1.1365339756011963,1.4115123748779297,0.04906746760290007,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_3,-D1MURvq6Mc,1,0-2s,300.0,0.9999990463256836,0,7.8741274774074554,7.874134986767756,0.02291376143693924,1.2142539024353027,1.4433915615081787,6.127113342285156,0.1565978765541878,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_3,-D1MURvq6Mc,2,0-2s,300.0,0.9999990463256836,1,11.531580984592438,11.531591981975538,0.03510527312755585,0.9415215253829956,1.2925742864608765,1.9288225173950195,0.07129135769993294,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-D1MURvq6Mc_3,-D1MURvq6Mc,0,2-5s,300.0,2.0000070333480835,6,12.05446757376194,6.027212591138906,0.03351486846804619,0.8340866565704346,1.169235348701477,14.12908935546875,0.5449166023032644,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-GvxtfYewXw_1,-GvxtfYewXw,3,20s+,300.0,49.999988079071045,0,15.691366419196129,0.3138274032062061,0.11436207592487335,0.6861728429794312,1.8297935724258423,16.000001907348633,0.7931007071062695,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-GvxtfYewXw_1,-GvxtfYewXw,2,10-20s,300.0,11.000007390975952,6,21.011734753847122,1.9101564214479043,0.0333724245429039,0.4764825105667114,0.8102067708969116,17.474647521972656,1.1381873675800875,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-GvxtfYewXw_1,-GvxtfYewXw,1,10-20s,300.0,17.000001668930054,7,23.705794662237167,1.3944583726460988,0.022352643311023712,0.28287559747695923,0.5064020156860352,19.075305938720703,1.388210412452231,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-GvxtfYewXw_1,-GvxtfYewXw,0,20s+,300.0,43.9999982714653,9,23.989851772785187,0.5452239253459923,0.06670048832893372,0.7244012355804443,1.3914060592651367,12.038639068603516,0.8857017433085179,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-GvxtfYewXw_2,-GvxtfYewXw,0,5-10s,300.0,6.000012159347534,4,12.902247905731201,2.150370293105247,0.023007452487945557,0.5349651575088501,0.7650396823883057,20.812877655029297,0.8566132666925135,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-O-s44NpuEo_1,-O-s44NpuEo,2,0-2s,75.0,0.9999990463256836,0,2.089167293161154,2.089169285548244,0.014522243291139603,0.521340012550354,0.6665624380111694,27.183670043945312,0.7361237667414824,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-O-s44NpuEo_1,-O-s44NpuEo,1,0-2s,75.0,1.0000012814998627,1,2.423868142068386,2.4238650358856755,0.01898489147424698,0.5874366164207458,0.7772855162620544,22.765653610229492,0.7119678862788198,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-O-s44NpuEo_1,-O-s44NpuEo,3,0-2s,75.0,1.0000035166740417,3,3.422586154192686,3.422574118115129,0.032301101833581924,0.7078237533569336,1.0308347940444946,16.402528762817383,0.7143625407134225,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-O-s44NpuEo_1,-O-s44NpuEo,0,2-5s,75.0,2.000000048428774,9,2.484743669629097,1.2423718047312768,0.006463248282670975,0.361319363117218,0.42595183849334717,5.04915714263916,0.16173623897267117,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-PfTYmixaVM_1,-PfTYmixaVM,0,5-10s,299.0,5.000000864267349,9,10.196304276585579,2.0392605028238617,0.01737894117832184,0.7270542979240417,0.9008437395095825,0.8950004577636719,0.02947992772139152,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-PfTYmixaVM_2,-PfTYmixaVM,0,0-2s,299.0,1.9999990090727806,9,12.95725690945983,6.478631664656145,0.03664634749293327,0.8456465601921082,1.2121100425720215,13.561840057373047,0.5622380654894937,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-PfTYmixaVM_3,-PfTYmixaVM,0,20s+,299.0,228.0000251531601,8,237.6073237657547,1.0421372699680225,0.03213143348693848,0.0690348744392395,0.39034920930862427,9.957198143005371,1.6246924457353373,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-Pjylzex7oc_1,-Pjylzex7oc,0,20s+,299.0,166.00001800060272,5,170.67137616872787,1.0281407088046712,0.015623271465301514,0.07699239253997803,0.23322510719299316,9.93425464630127,2.433756580725858,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-RIXNh-i88E_1,-RIXNh-i88E,1,10-20s,198.0,10.999999344348907,1,12.506657034158707,1.1369688890557819,0.007609382271766663,0.6489740610122681,0.7250678539276123,6.307374954223633,0.373239704892564,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-RIXNh-i88E_1,-RIXNh-i88E,0,5-10s,198.0,7.0000011920928955,7,10.703984186053276,1.5291403375965633,0.01870698481798172,1.2055796384811401,1.392649531364441,4.644371509552002,0.23750380384101338,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-RIXNh-i88E_2,-RIXNh-i88E,2,2-5s,198.0,2.999997138977051,1,7.8615687713027,2.620525422895358,0.024553392082452774,0.6183973550796509,0.8639312982559204,19.610965728759766,0.7477350256064211,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
train,-RIXNh-i88E_2,-RIXNh-i88E,1,0-2s,198.0,1.0000010132789612,6,8.188561968505383,8.188553671216225,0.03630586341023445,0.8778775930404663,1.240936279296875,12.952926635742188,0.513532039529465,autograd of span_loss_coef*abs(width-target_width)+giou_loss_coef*(1-GIoU) with respect to final normalized pred width
