split,qid,vid,gt_index,duration_bin,audio_duration_sec,gt_duration_sec,assigned_query_slot,initial_width_norm,initial_width_sec,pred_center_norm,pred_width_norm,pred_center_sec,pred_width_sec,matched_center_error_sec,matched_width_gt_ratio,class_cost,span_l1_cost,giou_cost,total_cost,best_column_cost,second_best_column_cost,column_cost_margin,assigned_minus_best_cost,assigned_query_rank_for_target,num_gt_windows,counterfactual_definition,actual_total_cost,gt_width_total_cost,duration_matched_total_cost,actual_minus_gt_width_cost,actual_minus_duration_matched_cost,actual_width_l1_cost,gt_width_l1_cost,duration_matched_width_l1_cost,actual_giou_cost,gt_width_giou_cost,duration_matched_giou_cost,duration_matched_width_sec
train,-2qHGzHjUOU_1,-2qHGzHjUOU,4,2-5s,94.0,2.9999996423721313,8,0.5322582125663757,50.03227198123932,0.44982126355171204,0.033201467245817184,42.28319877386093,3.1209379211068153,0.2168012261390686,1.040312764383884,-0.9653708338737488,0.0035929791629314423,-0.8676936626434326,-4.693247206509113,-4.693247206509113,-3.054223671555519,1.6390235349535942,0.0,1,5,same-center median GT width in the same GT-duration bin,-4.693247206509113,-4.861483335494995,-4.861483297449477,0.1682361289858818,0.16823609094036396,0.0035929791629314423,0.0,3.804551791664057e-09,-0.8676936626434326,-1.0,-1.0,3.0
train,-2qHGzHjUOU_2,-2qHGzHjUOU,0,0-2s,94.0,1.999999761581421,4,0.07413875311613083,6.969042792916298,0.6222692728042603,0.02998935803771019,58.493311643600464,2.818999655544758,2.506688356399536,1.409499995797872,-0.910969078540802,0.035379644483327866,0.019768737256526947,-3.2703111320734024,-3.2703111320734024,-2.975003197789192,0.2953079342842102,0.0,1,2,same-center median GT width in the same GT-duration bin,-3.2703111320734024,-4.643876314163208,-4.037496162221787,1.3735651820898056,0.7671850301483847,0.035379644483327866,0.0,0.010638295335972563,0.019768737256526947,-1.0,-0.5000028014183044,1.0
train,-2qHGzHjUOU_2,-2qHGzHjUOU,1,2-5s,94.0,2.9999996423721313,9,0.6701281666755676,62.99204766750336,0.1136290431022644,0.03389326110482216,10.681130051612854,3.185966543853283,1.818869948387146,1.0619889745500455,-0.849037766456604,0.021328050643205643,-0.2593955993652344,-3.442266158759594,-3.442266158759594,-1.659834861755371,1.7824312970042229,0.0,1,2,same-center median GT width in the same GT-duration bin,-3.442266158759594,-4.396151065826416,-4.396151027780898,0.953884907066822,0.9538848690213042,0.021328050643205643,0.0,3.804551791664057e-09,-0.2593955993652344,-1.0,-1.0,3.0
train,-2va_YGrK_4_1,-2va_YGrK_4,0,5-10s,300.0,6.999993324279785,5,0.4456096887588501,133.68290662765503,0.7585355043411255,0.04703548550605774,227.56065130233765,14.110645651817322,0.060651302337646484,2.015808444112929,-0.961107075214386,0.023904353380203247,-0.4960792064666748,-4.101463973522186,-4.101463973522186,-3.434678126126528,0.6667858473956585,0.0,1,1,same-center median GT width in the same GT-duration bin,-4.101463973522186,-4.844428300857544,-4.668238055706024,0.7429643273353577,0.5667740821838381,0.023904353380203247,0.0,0.0033333110809326168,-0.4960792064666748,-1.0,-0.8571428656578064,6.0
train,-2va_YGrK_4_2,-2va_YGrK_4,0,0-2s,300.0,1.9999980926513672,4,0.07413875311613083,22.24162593483925,0.5647128820419312,0.03993044048547745,169.41386461257935,11.979132145643234,2.5861353874206543,5.989571784922394,-0.9553141593933105,0.04188422113656998,-0.16695675253868103,-3.5693711787462234,-3.5693711787462234,-3.4587610848248005,0.11061009392142296,0.0,1,1,same-center median GT width in the same GT-duration bin,-3.5693711787462234,-4.821256637573242,-4.2879233678181965,1.2518854588270187,0.718552189071973,0.04188422113656998,0.0,0.003333326975504557,-0.16695675253868103,-1.0,-0.5,1.0
train,-3-t7Sm6un0_1,-3-t7Sm6un0,2,2-5s,105.0,4.000001326203346,6,0.8429434299468994,88.50906014442444,0.23013533651828766,0.03459066152572632,24.164210334420204,3.6320194602012634,2.835789665579796,0.9080045640006431,-0.9556858539581299,0.030512124300003052,-0.1473613679409027,-3.6649835407733917,-3.6649835407733917,-2.7048258036375046,0.9601577371358871,0.0,1,3,same-center median GT width in the same GT-duration bin,-3.6649835407733917,-4.8227434158325195,-4.477505194289344,1.1577598750591278,0.8125216535159518,0.030512124300003052,0.0,0.009523822154317584,-0.1473613679409027,-1.0,-0.75,3.0
train,-3-t7Sm6un0_1,-3-t7Sm6un0,1,5-10s,105.0,6.000000424683094,7,0.8412365913391113,88.32984209060669,0.1005275696516037,0.046156492084264755,10.555394813418388,4.846431668847799,2.4446051865816116,0.8077385543024819,-0.9838459491729736,0.0342683307826519,-0.3785812556743622,-3.9712817445397377,-3.9712817445397377,-2.8870787546038628,1.084202989935875,0.0,1,3,same-center median GT width in the same GT-duration bin,-3.9712817445397377,-4.9353837966918945,-4.935383756245885,0.9641020521521568,0.9641020117061476,0.0342683307826519,0.0,4.044600897257222e-09,-0.3785812556743622,-1.0,-1.0,6.0
train,-3-t7Sm6un0_1,-3-t7Sm6un0,0,5-10s,105.0,7.000000365078449,9,0.6701281666755676,70.3634575009346,0.044471144676208496,0.07854870706796646,4.669470191001892,8.247614242136478,1.169470191001892,1.1782305445699854,-0.993151068687439,0.02301984652876854,-0.7340081334114075,-4.476413942873478,-4.476413942873478,-2.971105419099331,1.505308523774147,0.0,1,3,same-center median GT width in the same GT-duration bin,-4.476413942873478,-4.972604274749756,-4.734509010400091,0.4961903318762779,0.2580950675266127,0.02301984652876854,0.0,0.009523813000747137,-0.7340081334114075,-1.0,-0.8571428656578064,6.0
train,-3-t7Sm6un0_2,-3-t7Sm6un0,0,2-5s,105.0,4.000000543892384,7,0.8412365913391113,88.32984209060669,0.11295778304338455,0.03736197575926781,11.860567219555378,3.9230074547231197,2.139432780444622,0.9807517303249309,-0.9791249632835388,0.021108824759721756,-0.2986540198326111,-4.004065625369549,-4.004065625369549,-2.7168607339262962,1.2872048914432526,0.0,1,1,same-center median GT width in the same GT-duration bin,-4.004065625369549,-4.916499853134155,-4.571261706096785,0.9124342277646065,0.5671960807272365,0.021108824759721756,0.0,0.009523814703736987,-0.2986540198326111,-1.0,-0.75,3.0
train,-3-t7Sm6un0_3,-3-t7Sm6un0,1,5-10s,105.0,8.000002652406693,4,0.07413875311613083,7.784569077193737,0.5567532181739807,0.04271184280514717,58.459087908267975,4.484743494540453,5.459087908267975,0.5605927509525611,-0.8263320326805115,0.08546994626522064,-0.06693929433822632,-2.517567962408066,-2.517567962408066,-1.9789777845144272,0.5385901778936386,0.0,1,2,same-center median GT width in the same GT-duration bin,-2.517567962408066,-4.305328130722046,-3.864851687635694,1.78776016831398,1.3472837252276282,0.08546994626522064,0.0,0.01904764430863517,-0.06693929433822632,-1.0,-0.75,6.0
train,-3-t7Sm6un0_3,-3-t7Sm6un0,0,2-5s,105.0,2.9999998211860657,6,0.8429434299468994,88.50906014442444,0.2942693829536438,0.030264152213931084,30.8982852101326,3.177735982462764,0.3982852101325989,1.059245390623533,-0.8845590949058533,0.005485905334353447,-0.77157062292099,-4.254947949200869,-4.254947949200869,-3.705234583467245,0.5497133657336235,0.0,1,2,same-center median GT width in the same GT-duration bin,-4.254947949200869,-4.538236379623413,-4.538236362593515,0.2832884304225445,0.2832884133926461,0.005485905334353447,0.0,1.702989849833303e-09,-0.77157062292099,-1.0,-1.0,3.0
train,-3-t7Sm6un0_4,-3-t7Sm6un0,0,20s+,105.0,44.999997317790985,5,0.4456096887588501,46.78901731967926,0.7983502745628357,0.4198511242866516,83.82677882909775,44.08436805009842,1.3267788290977478,0.9796526817273705,-0.8686147928237915,0.021356284618377686,-0.9421491026878357,-4.203045427799225,-4.203045427799225,-3.577986180782318,0.6250592470169067,0.0,1,1,same-center median GT width in the same GT-duration bin,-4.203045427799225,-4.474459171295166,-3.1823958300408863,0.27141374349594116,-1.0206495977583385,0.021356284618377686,0.0,0.10476187921705699,-0.9421491026878357,-1.0,-0.7555554509162903,34.0
train,-3AAH5MfbnY_1,-3AAH5MfbnY,0,0-2s,299.0,1.9999990090727806,9,0.6701281666755676,200.36832183599472,0.09706049412488937,0.03523845970630646,29.021087743341923,10.53629945218563,0.9789122566580772,5.268152336270588,-0.9315476417541504,0.03182345628738403,-0.18981966376304626,-3.5977756679058075,-3.5977756679058075,-1.7217103391885757,1.8760653287172318,0.0,1,1,same-center median GT width in the same GT-duration bin,-3.5977756679058075,-4.726190567016602,-4.192745784104469,1.128414899110794,0.5949701161986614,0.03182345628738403,0.0,0.003344478291213313,-0.18981966376304626,-1.0,-0.5,1.0
train,-3AAH5MfbnY_2,-3AAH5MfbnY,0,2-5s,299.0,3.9999935626983643,6,0.8429434299468994,252.04008555412292,0.29473909735679626,0.03781082481145859,88.12699010968208,11.305436618626118,11.873009890317917,2.826363703195452,-0.7388387322425842,0.06414198130369186,0.21614041924476624,-2.097794696688652,-2.097794696688652,-2.037312000989914,0.0604826956987381,0.0,1,1,same-center median GT width in the same GT-duration bin,-2.097794696688652,-3.955354928970337,-3.6719103282111942,1.8575602322816849,1.5741156315225422,0.06414198130369186,0.0,0.0033444600759142615,0.21614041924476624,-1.0,-0.75,3.0
train,-3AAH5MfbnY_3,-3AAH5MfbnY,0,10-20s,299.0,13.999995291233063,4,0.07413875311613083,22.167487181723118,0.6086519360542297,0.03615245223045349,181.9869288802147,10.809583216905594,1.0130711197853088,0.7721133466148137,-0.9764696955680847,0.014058500528335571,-0.772113025188446,-4.537406802177429,-4.537406802177429,-3.5282203629612923,1.009186439216137,0.0,1,1,same-center median GT width in the same GT-duration bin,-4.537406802177429,-4.905878782272339,-4.801004453845646,0.36847198009490967,0.263597651668217,0.014058500528335571,0.0,0.0033444658569667662,-0.772113025188446,-1.0,-0.9285703301429749,13.0
train,-3AAH5MfbnY_4,-3AAH5MfbnY,0,0-2s,299.0,1.9999967813491821,5,0.4456096887588501,133.23729693889618,0.844623863697052,0.03802616149187088,252.54253524541855,11.369822286069393,6.542535245418549,5.68492029192137,-0.9572259783744812,0.05321861058473587,-0.010763843543827534,-3.3074816511943936,-3.3074816511943936,-2.381505638360977,0.9259760128334165,0.0,1,1,same-center median GT width in the same GT-duration bin,-3.3074816511943936,-4.828903913497925,-4.295468145788314,1.5214222623035312,0.9879864945939207,0.05321861058473587,0.0,0.003344470840632716,-0.010763843543827534,-1.0,-0.5000089406967163,1.0
train,-3AAH5MfbnY_5,-3AAH5MfbnY,0,0-2s,299.0,1.9999967813491821,3,0.4910241663455963,146.8162257373333,0.9484623670578003,0.03988412395119667,283.5902477502823,11.925353061407804,2.4097522497177124,5.962686126606191,-0.9112008810043335,0.04125455394387245,-0.16770979762077332,-3.399967782199383,-3.399967782199383,-0.9523919820785522,2.4475758001208305,0.0,1,1,same-center median GT width in the same GT-duration bin,-3.399967782199383,-4.644803524017334,-4.1113677563077236,1.2448357418179512,0.7113999741083408,0.04125455394387245,0.0,0.003344470840632716,-0.16770979762077332,-1.0,-0.5000089406967163,1.0
train,-3YeIAVRaOs_1,-3YeIAVRaOs,0,20s+,300.0,21.000006794929504,1,0.3227500021457672,96.82500064373016,0.49103325605392456,0.07094331830739975,147.30997681617737,21.282995492219925,2.190023183822632,1.0134756478916354,-0.9172776937484741,0.008243374526500702,-0.8122695088386536,-4.398946538567543,-4.398946538567543,-3.1920893788337708,1.2068571597337723,0.0,1,3,same-center median GT width in the same GT-duration bin,-4.398946538567543,-4.6691107749938965,-3.853425137201945,0.27016423642635345,-0.545521401365598,0.008243374526500702,0.0,0.04333331068356831,-0.8122695088386536,-1.0,-0.6176474690437317,34.0
train,-3YeIAVRaOs_1,-3YeIAVRaOs,1,20s+,300.0,22.999995946884155,4,0.07413875311613083,22.24162593483925,0.6253138780593872,0.08296091109514236,187.59416341781616,24.88827332854271,2.905836582183838,1.0820990310615408,-0.9431291818618774,0.015980370342731476,-0.7835503220558167,-4.396263346076012,-4.396263346076012,-2.4049933068454266,1.991270039230585,0.0,1,3,same-center median GT width in the same GT-duration bin,-4.396263346076012,-4.77251672744751,-4.082319788138072,0.3762533813714981,-0.3139435579379395,0.015980370342731476,0.0,0.03666668017705281,-0.7835503220558167,-1.0,-0.6764698624610901,34.0
train,-3YeIAVRaOs_1,-3YeIAVRaOs,2,20s+,300.0,37.99999952316284,5,0.4456096887588501,133.68290662765503,0.7869424223899841,0.13970227539539337,236.08272671699524,41.91068261861801,4.917273283004761,1.1029127143296784,-0.9625993967056274,0.02942653000354767,-0.7808340191841125,-4.336966305971146,-4.336966305971146,-3.1144822239875793,1.2224840819835663,0.0,1,3,same-center median GT width in the same GT-duration bin,-4.336966305971146,-4.85039758682251,-4.611801215012868,0.5134312808513641,0.27483490904172214,0.02942653000354767,0.0,0.013333331743876145,-0.7808340191841125,-1.0,-0.8947369456291199,34.0
train,-5HoQzaVHZY_1,-5HoQzaVHZY,0,0-2s,299.0,0.9999983906745911,1,0.3227500021457672,96.5022506415844,0.4082242250442505,0.026252539828419685,122.0590432882309,7.849509408697486,1.559043288230896,7.849522041132754,-0.583593487739563,0.028122248128056526,-0.12739615142345428,-2.180547621101141,-2.180547621101141,-1.7660105228424072,0.41453709825873375,0.0,1,1,same-center median GT width in the same GT-duration bin,-2.180547621101141,-3.334373950958252,-3.3343738971346597,1.153826329857111,1.1538262760335187,0.028122248128056526,0.0,5.382359227149719e-09,-0.12739615142345428,-1.0,-1.0,1.0
train,-5HoQzaVHZY_2,-5HoQzaVHZY,0,5-10s,299.0,8.999994426965714,8,0.5322582125663757,159.14520555734634,0.5029125213623047,0.027188509702682495,150.3708438873291,8.129364401102066,3.1291561126708984,0.9032632705576936,-0.8742989301681519,0.013377189636230469,-0.4648207724094391,-3.828244596719742,-3.828244596719742,-2.5146905034780502,1.3135540932416916,0.0,1,1,same-center median GT width in the same GT-duration bin,-3.828244596719742,-4.497195720672607,-4.063526834133875,0.6689511239528656,0.23528223741413345,0.013377189636230469,0.0,0.010033426177142854,-0.4648207724094391,-1.0,-0.6666653752326965,6.0
train,-5HoQzaVHZY_3,-5HoQzaVHZY,0,10-20s,299.0,11.00000011920929,4,0.07413875311613083,22.167487181723118,0.6013831496238708,0.04375902935862541,179.81356173753738,13.083949778228998,1.686438262462616,1.1894499669486829,-0.9574790596961975,0.012609999626874924,-0.7543138265609741,-4.458130069077015,-4.458130069077015,-1.1047484576702118,3.353381611406803,0.0,1,1,same-center median GT width in the same GT-duration bin,-4.458130069077015,-4.82991623878479,-4.609180644802425,0.3717861697077751,0.15105057572541014,0.012609999626874924,0.0,0.006688962812009064,-0.7543138265609741,-1.0,-0.8461540341377258,13.0
train,-5HoQzaVHZY_4,-5HoQzaVHZY,0,0-2s,299.0,1.9999967813491821,3,0.4910241663455963,146.8162257373333,0.8863241672515869,0.028263509273529053,265.0109260082245,8.450789272785187,2.0109260082244873,4.225401436438488,-0.8870421648025513,0.028300046920776367,-0.23666340112686157,-3.501831591129303,-3.501831591129303,-1.881863757967949,1.619967833161354,0.0,1,2,same-center median GT width in the same GT-duration bin,-3.501831591129303,-4.548168659210205,-4.014732891500595,1.046337068080902,0.5129013003712917,0.028300046920776367,0.0,0.003344470840632716,-0.23666340112686157,-1.0,-0.5000089406967163,1.0
train,-5HoQzaVHZY_4,-5HoQzaVHZY,1,5-10s,299.0,8.999994426965714,8,0.5322582125663757,159.14520555734634,0.5246924757957458,0.030745074152946472,156.883050262928,9.192777171730995,3.383050262928009,1.0214203182379389,-0.9024225473403931,0.01195932924747467,-0.4578191637992859,-3.9479160606861115,-3.9479160606861115,-2.541218489408493,1.4066975712776184,0.0,1,2,same-center median GT width in the same GT-duration bin,-3.9479160606861115,-4.609690189361572,-4.17602130282284,0.6617741286754608,0.22810524213672867,0.01195932924747467,0.0,0.010033426177142854,-0.4578191637992859,-1.0,-0.6666653752326965,6.0
train,-62RXhX5GZk_1,-62RXhX5GZk,0,2-5s,123.0,3.000004470348358,0,0.18933655321598053,23.288396045565605,0.771219789981842,0.036057762801647186,94.86003416776657,4.435104824602604,1.639965832233429,1.4783660719304206,-0.6258345246315002,0.02500050514936447,-0.3877895176410675,-2.6411225646734238,-2.6411225646734238,-1.839700073003769,0.8014224916696548,0.0,1,1,same-center median GT width in the same GT-duration bin,-2.6411225646734238,-3.503338098526001,-3.5033377350830452,0.8622155338525772,0.8622151704096215,0.02500050514936447,0.0,3.6344295593904175e-08,-0.3877895176410675,-1.0,-1.0,3.0
train,-62RXhX5GZk_2,-62RXhX5GZk,3,5-10s,123.0,7.0000006556510925,0,0.18933655321598053,23.288396045565605,0.7145974636077881,0.052884429693222046,87.89548802375793,6.504784852266312,1.3954880237579346,0.9292548918570467,-0.9491925835609436,0.19423338770866394,0.5520486831665039,-1.302387773990631,-2.231935888528824,-2.228742405772209,0.003193482756614685,0.9295481145381927,3,5,same-center median GT width in the same GT-duration bin,-1.302387773990631,-4.796770334243774,-4.572612393193129,3.4943825602531433,3.270224619202498,0.19423338770866394,0.0,0.008130086631309694,0.5520486831665039,-1.0,-0.8571429252624512,6.0
train,-62RXhX5GZk_2,-62RXhX5GZk,0,5-10s,123.0,7.0000006556510925,4,0.07413875311613083,9.119066633284092,0.6339775919914246,0.04823131114244461,77.97924381494522,5.932451270520687,2.479243814945221,0.8474929592658574,-0.9407545924186707,0.028835706412792206,-0.44569864869117737,-3.920359954237938,-3.920359954237938,-3.860402576625347,0.05995737761259079,0.0,1,5,same-center median GT width in the same GT-duration bin,-3.920359954237938,-4.763018369674683,-4.5388603690193925,0.8426584154367447,0.6185004147814546,0.028835706412792206,0.0,0.008130086631309694,-0.44569864869117737,-1.0,-0.8571428656578064,6.0
train,-62RXhX5GZk_2,-62RXhX5GZk,4,10-20s,123.0,14.999998524785042,7,0.8412365913391113,103.4721007347107,0.18888214230537415,0.06931240111589432,23.23250350356102,8.525425337255001,1.26749649643898,0.5683617450473832,-0.9542690515518188,0.06294364482164383,-0.5683616399765015,-3.7560013979673386,-3.7560013979673386,-2.982480973005295,0.7735204249620438,0.0,1,5,same-center median GT width in the same GT-duration bin,-3.7560013979673386,-4.817076206207275,-4.521141493950433,1.0610748082399368,0.7651400959830941,0.06294364482164383,0.0,0.016260150608008464,-0.5683616399765015,-1.0,-0.8666667938232422,13.0
train,-62RXhX5GZk_2,-62RXhX5GZk,1,0-2s,123.0,1.9999980926513672,8,0.5322582125663757,65.46776014566422,0.6044197082519531,0.03791753575205803,74.34362411499023,4.663856897503138,1.1563758850097656,2.331930672653959,-0.8695205450057983,0.15453238785266876,0.6613131165504456,-1.2714451849460602,-1.2714451849460602,-1.1502496600151062,0.12119552493095398,0.0,1,5,same-center median GT width in the same GT-duration bin,-1.2714451849460602,-4.478082180023193,-3.8967815220840576,3.206636995077133,2.6253363371379974,0.15453238785266876,0.0,0.008130065793913554,0.6613131165504456,-1.0,-0.5,1.0
train,-62RXhX5GZk_2,-62RXhX5GZk,2,0-2s,123.0,1.999999925494194,9,0.6701281666755676,82.42576450109482,0.07181242108345032,0.061183419078588486,8.832927793264389,7.525560546666384,1.667072206735611,3.7627804135076857,-0.9411589503288269,0.09234543144702911,0.10099820047616959,-2.740183286368847,-2.740183286368847,-1.0544739961624146,1.6857092902064323,0.0,1,5,same-center median GT width in the same GT-duration bin,-2.740183286368847,-4.764635801315308,-4.18333499436456,2.0244525149464607,1.443151707995713,0.09234543144702911,0.0,0.008130080695074747,0.10099820047616959,-1.0,-0.5,1.0
train,-6BBqWhciP4_1,-6BBqWhciP4,0,20s+,299.0,24.999995410442352,3,0.4910241663455963,146.8162257373333,0.922573447227478,0.07524921745061874,275.84946072101593,22.499516017735004,0.6505392789840698,0.8999808059299518,-0.9739539623260498,0.0105384960770607,-0.8999812006950378,-4.69041208922863,-4.69041208922863,-3.4443379938602448,1.2460740953683853,0.0,1,1,same-center median GT width in the same GT-duration bin,-4.69041208922863,-4.895815849304199,-4.330105441669158,0.20540376007556915,-0.3603066475594723,0.0105384960770607,0.0,0.030100349797851658,-0.8999812006950378,-1.0,-0.7352930903434753,34.0
train,-8uTrn1Y85U_1,-8uTrn1Y85U,0,0-2s,188.0,0.9999998807907104,7,0.8412365913391113,158.15247917175293,0.12621325254440308,0.0505816824734211,23.72809147834778,9.509356305003166,3.7719085216522217,9.50935743860691,-0.956057608127594,0.06532587110996246,-0.10515956580638885,-3.27613128721714,-3.27613128721714,-2.8775725215673447,0.39855876564979553,0.0,1,1,same-center median GT width in the same GT-duration bin,-3.27613128721714,-4.824230432510376,-4.824230426169456,1.5480991452932358,1.548099138952316,0.06532587110996246,0.0,6.340919655664634e-10,-0.10515956580638885,-1.0,-1.0,1.0
