qid,vid,query,duration_bin,audio_duration_sec,gt_duration_sec,gt_width_norm,query_slot,initial_width_norm,initial_width_sec,pred_center_norm,pred_width_norm,pred_center_sec,pred_width_sec,center_error_sec,iou,width_gt_ratio,abs_log_width_gt_ratio,foreground_probability,center_le_1s,center_le_2s
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,0,0.18933655321598053,56.61162941157818,0.6949674487113953,0.04205212742090225,207.79526716470718,12.573586098849773,133.79526716470718,0.0,3.1433965247124434,1.1453039110771315,0.4337818920612335,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,1,0.3227500021457672,96.5022506415844,0.4369543790817261,0.039254989475011826,130.6493593454361,11.737241853028536,56.649359345436096,0.0,2.934310463257134,1.0764724898204319,0.6284250020980835,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,2,0.5923634171485901,177.11666172742844,0.9849224090576172,0.02489912137389183,294.49180030822754,7.444837290793657,220.49180030822754,0.0,1.8612093226984143,0.6212264499476654,0.7213973999023438,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,3,0.4910241663455963,146.8162257373333,0.9051460027694702,0.038486674427986145,270.6386548280716,11.507515653967857,196.6386548280716,0.0,2.8768789134919643,1.0567059959158698,0.36609143018722534,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,4,0.07413876056671143,22.167489409446716,0.6565617322921753,0.04491272568702698,196.3119579553604,13.428904980421066,122.31195795536041,0.0,3.3572262451052666,1.211115110753844,0.6600226163864136,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,5,0.4456096887588501,133.23729693889618,0.7948338985443115,0.03703707456588745,237.65533566474915,11.074085295200348,163.65533566474915,0.0,2.768521323800087,1.0183133595449145,0.4944204092025757,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,6,0.8429434299468994,252.04008555412292,0.3809314966201782,0.03451913595199585,113.89851748943329,10.321221649646759,39.89851748943329,0.0,2.5803054124116898,0.947907768831289,0.7328854203224182,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,7,0.8412365913391113,251.5297408103943,0.24734185636043549,0.03500170260667801,73.95521505177021,10.465509079396725,0.044784948229789734,0.3822078763349156,2.616377269849181,0.9617906394999848,0.7791861891746521,1,1
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,8,0.5322582125663757,159.14520555734634,0.5254592895507812,0.04648552089929581,157.1123275756836,13.899170748889446,83.1123275756836,0.0,3.4747926872223616,1.2455348188838478,0.6271250247955322,0,0
--0w1YA1Hm4_2,--0w1YA1Hm4,A phone beeps as a call is made,2-5s,299.0,4.0,0.013377926421404682,9,0.6701281666755676,200.36832183599472,0.09792003780603409,0.041007447987794876,29.278091304004192,12.261226948350668,44.72190869599581,0.0,3.065306737087667,1.120147641734006,0.5023090839385986,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,0,0.18933655321598053,56.61162941157818,0.7366885542869568,0.03598865866661072,220.26987773180008,10.760608941316605,70.23012226819992,0.0,5.380304470658302,1.6827449656315303,0.5888686180114746,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,1,0.3227500021457672,96.5022506415844,0.4050062596797943,0.036637693643569946,121.0968716442585,10.954670399427414,169.4031283557415,0.0,5.477335199713707,1.700618705264208,0.7396897077560425,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,2,0.5923634171485901,177.11666172742844,0.9913305044174194,0.01932312361896038,296.4078208208084,5.777613962069154,1.0921791791915894,0.17308183041739034,2.888806981034577,1.0608436075645165,0.8170319199562073,0,1
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,3,0.4910241663455963,146.8162257373333,0.9497493505477905,0.02682557702064514,283.97505581378937,8.020847529172897,6.524944186210632,0.0,4.010423764586449,1.3888969126892885,0.6043677926063538,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,4,0.07413876056671143,22.167489409446716,0.6646499633789062,0.04119299352169037,198.73033905029297,12.31670506298542,91.76966094970703,0.0,6.15835253149271,1.817809295589071,0.7284635305404663,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,5,0.4456096887588501,133.23729693889618,0.8512389063835144,0.034245751798152924,254.5204330086708,10.239479787647724,35.97956699132919,0.0,5.119739893823862,1.6331036357734248,0.3782100975513458,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,6,0.8429434299468994,252.04008555412292,0.29686975479125977,0.03535543009638786,88.76405668258667,10.571273598819971,201.73594331741333,0.0,5.2856367994099855,1.6649931039103747,0.44410988688468933,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,7,0.8412365913391113,251.5297408103943,0.15622560679912567,0.04130539298057556,46.711456432938576,12.350312501192093,243.78854356706142,0.0,6.1751562505960464,1.820534185934157,0.08729258179664612,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,8,0.5322582125663757,159.14520555734634,0.5483472347259521,0.0406729020178318,163.9558231830597,12.161197703331709,126.54417681694031,0.0,6.0805988516658545,1.805103186467507,0.666858971118927,0,0
--0w1YA1Hm4_3,--0w1YA1Hm4,A car door slams shut,2-5s,299.0,2.0,0.006688963210702341,9,0.6701281666755676,200.36832183599472,0.008446265012025833,0.019926026463508606,2.525433238595724,5.957881912589073,287.9745667614043,0.0,2.9789409562945366,1.0915678535597475,0.2828407883644104,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,0,0.18933655321598053,15.714933916926384,0.39869818091392517,0.09012217819690704,33.09194901585579,7.480140790343285,42.40805098414421,0.0,0.6800127991221168,0.38564365875071377,0.006954110227525234,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,1,0.3227500021457672,26.78825017809868,0.26093611121177673,0.05022697523236275,21.65769723057747,4.168838944286108,53.84230276942253,0.0,0.37898535857146437,0.9702577063834965,0.21635106205940247,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,2,0.5923634171485901,49.16616362333298,0.9422423839569092,0.022195497527718544,78.20611786842346,1.8422262948006392,2.706117868423462,0.16747511770914902,0.16747511770914902,1.7869204897419622,0.012857029214501381,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,3,0.4910241663455963,40.755005806684494,0.7876948118209839,0.20561237633228302,65.37866938114166,17.06582723557949,10.121330618858337,0.1619418500785278,1.5514388395981356,0.43918278395407545,0.005687694065272808,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,4,0.07413876056671143,6.153517127037048,0.20182302594184875,0.030932212248444557,16.751311153173447,2.5673736166208982,58.74868884682655,0.0,0.23339760151099076,1.4550118354850077,0.014592236839234829,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,5,0.4456096887588501,36.98560416698456,0.4165080487728119,0.15171019732952118,34.57016804814339,12.591946378350258,40.92983195185661,0.0,1.1447223980318417,0.1351621604773827,0.006726693361997604,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,6,0.8429434299468994,69.96430468559265,0.25805917382240295,0.10883893072605133,21.418911427259445,9.03363125026226,54.081088572740555,0.0,0.8212392045692964,0.19694085439081488,0.19866706430912018,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,7,0.8412365913391113,69.82263708114624,0.1660025268793106,0.09883878380060196,13.77820973098278,8.203619055449963,61.72179026901722,0.0,0.7457835504954512,0.29331986766803897,0.6772472262382507,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,8,0.5322582125663757,44.177431643009186,0.31701141595840454,0.10255362093448639,26.311947524547577,8.51195053756237,49.18805247545242,0.0,0.7738136852329428,0.2564241511226417,0.02601933665573597,0,0
-AheI8Epim4_1,-AheI8Epim4,A man sings as something gets struck,10-20s,83.0,11.0,0.13253012048192772,9,0.6701281666755676,55.62063783407211,0.051958996802568436,0.053809311240911484,4.31259673461318,4.466172832995653,71.18740326538682,0.0,0.4060157120905139,0.9013634203988898,0.9195380210876465,0,0
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,0,0.18933655321598053,15.714933916926384,0.5690004825592041,0.05449279770255089,47.22704005241394,4.522902209311724,7.27295994758606,0.0,0.196647922143988,1.6263403464251407,0.01554973516613245,0,0
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,1,0.3227500021457672,26.78825017809868,0.3855834901332855,0.057926204055547714,32.0034296810627,4.80787493661046,5.496570318937302,0.23661437497270263,0.20903804072219392,1.5652390305548356,0.8697108626365662,0,0
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,2,0.5923634171485901,49.16616362333298,0.9577900767326355,0.02274835854768753,79.49657636880875,1.888113759458065,9.996576368808746,0.08209190258513326,0.08209190258513326,2.499915896070791,0.00789398979395628,0,0
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,3,0.4910241663455963,40.755005806684494,0.8569027185440063,0.10258740186691284,71.12292563915253,8.514754354953766,1.6229256391525269,0.37020671108494635,0.37020671108494635,0.9936937507386964,0.030370177701115608,0,1
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,4,0.07413876056671143,6.153517127037048,0.16007961332798004,0.012934120371937752,13.286607906222343,1.0735319908708334,0.7866079062223434,0.21470639817416667,0.0466753039509058,3.0645400775047285,0.012079632841050625,1,1
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,5,0.4456096887588501,36.98560416698456,0.7563874125480652,0.08091326802968979,62.78015524148941,6.7158012464642525,6.71984475851059,0.29199135854192404,0.29199135854192404,1.2310310711862742,0.08642926067113876,0,0
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,6,0.8429434299468994,69.96430468559265,0.35065722465515137,0.11799222230911255,29.104549646377563,9.793354451656342,5.1045496463775635,0.15163740533492676,0.42579801963723224,0.8537901774559966,0.8043403625488281,0,0
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,7,0.8412365913391113,69.82263708114624,0.2894260585308075,0.08192913234233856,24.022362858057022,6.800117984414101,0.022362858057022095,0.5882250880305337,0.2956573036701783,1.218554253248477,0.866191565990448,1,1
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,8,0.5322582125663757,44.177431643009186,0.4121713638305664,0.05297335609793663,34.21022319793701,4.39678855612874,3.2897768020629883,0.3382145043175954,0.19116471983168437,1.6546198150994558,0.3194791376590729,0,0
-AheI8Epim4_2,-AheI8Epim4,Something metallic gets struck,20s+,83.0,23.0,0.27710843373493976,9,0.6701281666755676,55.62063783407211,0.13443808257579803,0.08946878463029861,11.158360853791237,7.425909124314785,1.3416391462087631,0.6448150097806062,0.32286561410064285,1.1305190977505157,0.9068071246147156,0,1
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,0,0.18933655321598053,56.61162941157818,0.7260287404060364,0.04344101995229721,217.08259338140488,12.988864965736866,34.41740661859512,0.0,2.597772993147373,0.9546545368893412,0.8180825710296631,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,1,0.3227500021457672,96.5022506415844,0.409958153963089,0.03200747072696686,122.57748803496361,9.57023374736309,128.9225119650364,0.0,1.914046749472618,0.649219717744294,0.597142219543457,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,2,0.5923634171485901,177.11666172742844,0.9952520132064819,0.012745973654091358,297.5803519487381,3.811046122573316,9.080351948738098,0.0,0.7622092245146632,0.2715341881298295,0.02936003915965557,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,3,0.4910241663455963,146.8162257373333,0.917296826839447,0.04732423275709152,274.27175122499466,14.149945594370365,14.22824877500534,0.0,2.829989118874073,1.0402728667269323,0.7070368528366089,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,4,0.07413876056671143,22.167489409446716,0.624543309211731,0.050584323704242706,186.73844945430756,15.12471278756857,64.76155054569244,0.0,3.0249425575137137,1.1068921020508418,0.72589510679245,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,5,0.4456096887588501,133.23729693889618,0.7990475296974182,0.04131465032696724,238.91521137952805,12.353080447763205,12.584788620471954,0.0,2.470616089552641,0.9044675485063329,0.8069908618927002,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,6,0.8429434299468994,252.04008555412292,0.2852185368537903,0.03142516687512398,85.2803425192833,9.39612489566207,166.2196574807167,0.0,1.8792249791324138,0.6308594467031357,0.7127074599266052,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,7,0.8412365913391113,251.5297408103943,0.1959458291530609,0.03717178851366043,58.58780291676521,11.114364765584469,192.9121970832348,0.0,2.2228729531168936,0.7988004822543587,0.8514111042022705,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,8,0.5322582125663757,159.14520555734634,0.5115697383880615,0.04032212123274803,152.9593517780304,12.056314248591661,98.5406482219696,0.0,2.4112628497183324,0.8801506142928952,0.7390019297599792,0,0
-CcGuq0yoKo_1,-CcGuq0yoKo,A boy talks amid noise as alarms sound,5-10s,299.0,5.0,0.016722408026755852,9,0.6701281666755676,200.36832183599472,0.037422750145196915,0.0357978492975235,11.189402293413877,10.703556939959526,240.31059770658612,0.0,2.1407113879919053,0.7611381980883288,0.9213759303092957,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,0,0.18933655321598053,29.915175408124924,0.7297785878181458,0.16358239948749542,115.30501687526703,25.846019119024277,19.19498312473297,0.3097563504779155,0.5499153004047719,0.5979910118787758,0.7062731385231018,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,1,0.3227500021457672,50.99450033903122,0.4933837950229645,0.27832621335983276,77.95463961362839,43.97554171085358,56.54536038637161,0.0,0.9356498236351825,0.06651399255279168,0.6799126267433167,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,2,0.5923634171485901,93.59341990947723,0.965108335018158,0.03060138411819935,152.48711693286896,4.835018690675497,17.987116932868958,0.10287273809947867,0.10287273809947867,2.274262607108964,0.021443622186779976,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,3,0.4910241663455963,77.58181828260422,0.9137505292892456,0.13666512072086334,144.3725836277008,21.593089073896408,9.872583627700806,0.4594274271041789,0.4594274271041789,0.7777742884975248,0.843303382396698,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,4,0.07413876056671143,11.713924169540405,0.6266998052597046,0.10636908560991287,99.01856923103333,16.806315526366234,35.481430768966675,0.0,0.35758118141204753,1.0283928617541733,0.6533055305480957,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,5,0.4456096887588501,70.40633082389832,0.8314766883850098,0.2819056808948517,131.37331676483154,44.541097581386566,3.126683235168457,0.8721120560151644,0.947682927263544,0.0537352975848523,0.8400635123252869,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,6,0.8429434299468994,133.1850619316101,0.43875712156295776,0.7311487197875977,69.32362520694733,115.52149772644043,65.17637479305267,0.10983809070111122,2.4579042069455412,0.8993090384338641,0.8929961919784546,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,7,0.8412365913391113,132.9153814315796,0.29129958152770996,0.5176931619644165,46.025333881378174,81.79551959037781,88.47466611862183,0.0,1.7403302040505917,0.5540748676647942,0.8256200551986694,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,8,0.5322582125663757,84.09679758548737,0.6145399808883667,0.6881163716316223,97.09731698036194,108.72238671779633,37.40268301963806,0.3510077190740225,2.3132422705914113,0.8386501207781483,0.8603233695030212,0,0
-DmjkgWa-rw_1,-DmjkgWa-rw,Several bells chime together as background noise fills the space,20s+,158.0,47.0,0.2974683544303797,9,0.6701281666755676,105.88025033473969,0.1122298464179039,0.1787290722131729,17.732315734028816,28.23919340968132,116.76768426597118,0.0,0.6008339023336451,0.5094367514730417,0.8036999106407166,0,0
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,0,0.18933655321598053,56.61162941157818,0.5531782507896423,0.05555201694369316,165.40029698610306,16.610053066164255,0.5997030138969421,0.4816360289839479,0.47457294474755013,0.7453399430370286,0.057215526700019836,1,1
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,1,0.3227500021457672,96.5022506415844,0.32463139295578003,0.042673565447330475,97.06478649377823,12.759396068751812,14.435213506221771,0.0,0.3645541733929089,1.0090801147279957,0.6594106554985046,0,0
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,2,0.5923634171485901,177.11666172742844,0.9857416152954102,0.012553228996694088,294.73674297332764,3.7534154700115323,27.736742973327637,0.0,0.10724044200032949,2.2326818440233804,0.01204368844628334,0,0
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,3,0.4910241663455963,146.8162257373333,0.9498134255409241,0.02349742501974106,283.9942142367363,7.0257300809025764,16.994214236736298,0.0,0.20073514516864505,1.6057689255624197,0.00900888442993164,0,0
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,4,0.07413876056671143,22.167489409446716,0.5591810941696167,0.05457581207156181,167.1951471567154,16.318167809396982,1.195147156715393,0.4902511172481704,0.46623336598277093,0.7630689848368842,0.13141530752182007,0,1
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,5,0.4456096887588501,133.23729693889618,0.3644309937953949,0.06152384728193283,108.96486714482307,18.395630337297916,2.5351328551769257,0.0543607357651919,0.5255894382085119,0.643234906746302,0.006359751336276531,0,0
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,6,0.8429434299468994,252.04008555412292,0.22633180022239685,0.033476315438747406,67.67320826649666,10.009418316185474,8.673208266496658,0.1184831118704996,0.28598338046244215,1.251821580121933,0.868809163570404,0,0
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,7,0.8412365913391113,251.5297408103943,0.19319473206996918,0.041678719222545624,57.765224888920784,12.461937047541142,1.234775111079216,0.8166049875056914,0.3560553442154612,1.0326690989335736,0.964979350566864,0,1
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,8,0.5322582125663757,159.14520555734634,0.3531233072280884,0.038095347583293915,105.58386886119843,11.39050892740488,5.916131138801575,0.023046357705195773,0.325443112211568,1.1225676030790248,0.21116085350513458,0,0
-EaZ7EJJUl0_1,-EaZ7EJJUl0,A metal object bumps into things,20s+,299.0,35.0,0.11705685618729098,9,0.6701281666755676,200.36832183599472,0.07811479270458221,0.04268262907862663,23.356323018670082,12.762106094509363,35.64367698132992,0.0,0.3646316027002675,1.00886774276412,0.9301456809043884,0,0
-EaZ7EJJUl0_2,-EaZ7EJJUl0,Something being stir-fried in oil,20s+,299.0,184.0,0.6153846153846154,0,0.18933655321598053,56.61162941157818,0.7338482141494751,0.40965425968170166,219.42061603069305,122.4866236448288,11.420616030693054,0.6656881719827652,0.6656881719827652,0.4069339283224746,0.820318877696991,0,0
-EaZ7EJJUl0_2,-EaZ7EJJUl0,Something being stir-fried in oil,20s+,299.0,184.0,0.6153846153846154,1,0.3227500021457672,96.5022506415844,0.5088667273521423,0.4273703396320343,152.15115147829056,127.78373154997826,55.84884852170944,0.472478888085245,0.6944768019020557,0.36459651993445014,0.7686615586280823,0,0
-EaZ7EJJUl0_2,-EaZ7EJJUl0,Something being stir-fried in oil,20s+,299.0,184.0,0.6153846153846154,2,0.5923634171485901,177.11666172742844,0.9771100282669067,0.019474586471915245,292.1558984518051,5.822901355102658,84.15589845180511,0.03164620301686227,0.03164620301686227,3.4531371054603226,0.009370981715619564,0,0
-EaZ7EJJUl0_2,-EaZ7EJJUl0,Something being stir-fried in oil,20s+,299.0,184.0,0.6153846153846154,3,0.4910241663455963,146.8162257373333,0.9346528053283691,0.0943591371178627,279.4611887931824,28.213381998240948,71.46118879318237,0.1533335978165269,0.1533335978165269,1.875139353278201,0.7839109897613525,0,0
-EaZ7EJJUl0_2,-EaZ7EJJUl0,Something being stir-fried in oil,20s+,299.0,184.0,0.6153846153846154,4,0.07413876056671143,22.167489409446716,0.5515110492706299,0.1516329050064087,164.90180373191833,45.3382385969162,43.098196268081665,0.24640347063541412,0.24640347063541412,1.4007849620509714,0.6722022294998169,0,0
-EaZ7EJJUl0_2,-EaZ7EJJUl0,Something being stir-fried in oil,20s+,299.0,184.0,0.6153846153846154,5,0.4456096887588501,133.23729693889618,0.8109909892082214,0.3185383677482605,242.4863057732582,95.24297195672989,34.48630577325821,0.5176248475909233,0.5176248475909233,0.6585045315556216,0.881616473197937,0,0
-EaZ7EJJUl0_2,-EaZ7EJJUl0,Something being stir-fried in oil,20s+,299.0,184.0,0.6153846153846154,6,0.8429434299468994,252.04008555412292,0.5090972781181335,0.1892600655555725,152.22008615732193,56.58875960111618,55.77991384267807,0.30754760652780533,0.30754760652780533,1.1791253857420279,0.5268339514732361,0,0
