qid,vid,duration_bin,cohort,condition,replicate,layer,top_k,mean_gt_distance_sec,mean_hard_distance_sec,median_gt_distance_sec,median_hard_distance_sec,n_refs_closer_gt,n_refs_closer_hard,n_refs_tied,final_gt_center_density,final_hard_center_density,final_center_density_tolerance_sec,reference_centers_sec
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,3,1,10,79.20443077087403,103.04141998291016,82.12382888793945,106.7430648803711,5,5,0,0.1,0.0,2.0,"[80.8390121459961, 175.52439880371094, 108.85091400146484, 133.57757568359375, 142.96173095703125, 202.2532958984375, 48.09028244018555, 206.60325622558594, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,3,2,10,60.67070083618164,121.57511138916016,61.25485610961914,120.17655181884766,6,4,0,0.1,0.0,2.0,"[72.00055694580078, 186.26124572753906, 104.2579116821289, 125.51359558105469, 159.09185791015625, 211.67384338378906, 31.15930938720703, 243.74819946289062, 267.90618896484375, 296.45697021484375]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,4,1,10,79.20443077087403,103.04141998291016,82.12382888793945,106.7430648803711,5,5,0,0.1,0.0,2.0,"[80.8390121459961, 175.52439880371094, 108.85091400146484, 133.57757568359375, 142.96173095703125, 202.2532958984375, 48.09028244018555, 206.60325622558594, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,4,2,10,60.69568977355957,121.58282470703125,61.288116455078125,120.12401580810547,6,4,0,0.1,0.0,2.0,"[72.01447296142578, 186.1547393798828, 104.33845520019531, 125.5827407836914, 159.09329223632812, 211.6755828857422, 31.16153335571289, 243.76222229003906, 267.9113464355469, 296.4568786621094]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,5,1,10,79.20443077087403,103.04141998291016,82.12382888793945,106.7430648803711,5,5,0,0.1,0.0,2.0,"[80.8390121459961, 175.52439880371094, 108.85091400146484, 133.57757568359375, 142.96173095703125, 202.2532958984375, 48.09028244018555, 206.60325622558594, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,5,2,10,60.672682762145996,121.57038879394531,61.273094177246094,120.15653228759766,6,4,0,0.1,0.0,2.0,"[71.99880981445312, 186.25453186035156, 104.28646850585938, 125.4679183959961, 159.05853271484375, 211.6761474609375, 31.157773971557617, 243.7402801513672, 267.916748046875, 296.46209716796875]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,6,1,10,79.20443077087403,103.04141998291016,82.12382888793945,106.7430648803711,5,5,0,0.1,0.0,2.0,"[80.8390121459961, 175.52439880371094, 108.85091400146484, 133.57757568359375, 142.96173095703125, 202.2532958984375, 48.09028244018555, 206.60325622558594, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,6,2,10,60.68895149230957,121.5931625366211,61.33736801147461,120.17790222167969,6,4,0,0.1,0.0,2.0,"[72.00810241699219, 186.25973510742188, 104.36400604248047, 125.57255554199219, 159.0960693359375, 211.6561737060547, 31.151958465576172, 243.68927001953125, 267.9717712402344, 296.4659118652344]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,7,1,10,79.20443077087403,103.04141998291016,82.12382888793945,106.7430648803711,5,5,0,0.1,0.0,2.0,"[80.8390121459961, 175.52439880371094, 108.85091400146484, 133.57757568359375, 142.96173095703125, 202.2532958984375, 48.09028244018555, 206.60325622558594, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,7,2,10,60.684541893005374,121.58528137207031,61.29388427734375,120.16401672363281,6,4,0,0.1,0.0,2.0,"[72.01107025146484, 186.26478576660156, 104.33743286132812, 125.5448226928711, 159.06324768066406, 211.6793670654297, 31.16090965270996, 243.74966430664062, 267.90753173828125, 296.4557800292969]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,8,1,10,79.20443077087403,103.04141998291016,82.12382888793945,106.7430648803711,5,5,0,0.1,0.0,2.0,"[80.8390121459961, 175.52439880371094, 108.85091400146484, 133.57757568359375, 142.96173095703125, 202.2532958984375, 48.09028244018555, 206.60325622558594, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,8,2,10,60.71632022857666,121.61027526855469,61.409671783447266,120.25017547607422,6,4,0,0.1,0.0,2.0,"[72.0693130493164, 186.33851623535156, 104.40738677978516, 125.70965576171875, 159.16183471679688, 211.693359375, 31.19585609436035, 243.58804321289062, 267.8838806152344, 296.4466247558594]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,9,1,10,79.20443077087403,103.04141998291016,82.12382888793945,106.7430648803711,5,5,0,0.1,0.0,2.0,"[80.8390121459961, 175.52439880371094, 108.85091400146484, 133.57757568359375, 142.96173095703125, 202.2532958984375, 48.09028244018555, 206.60325622558594, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,harmful,REMOVE_RANDOM,9,2,10,60.68479137420654,121.60298156738281,61.24648666381836,120.206787109375,6,4,0,0.1,0.0,2.0,"[71.99884796142578, 186.26084899902344, 104.23482513427734, 125.74533081054688, 159.15272521972656, 211.67213439941406, 31.152738571166992, 243.74185180664062, 267.9161682128906, 296.45989990234375]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,FULL_ACCESS,0,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,FULL_ACCESS,0,2,10,111.27037620544434,119.01518249511719,109.15155792236328,114.34844207763672,5,5,0,0.1,0.0,2.0,"[292.4451904296875, 81.6876449584961, 111.8709716796875, 201.83575439453125, 164.4673614501953, 139.32252502441406, 253.224609375, 226.66236877441406, 40.07221603393555, 273.2595520019531]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_HARD,0,1,10,85.84141578674317,142.8405303955078,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[80.8390121459961, 108.85091400146484, 175.52439880371094, 206.60325622558594, 142.96173095703125, 133.57757568359375, 48.09028244018555, 202.2532958984375, 227.8327178955078, 220.06153869628906]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_HARD,0,2,10,110.37753372192383,120.05277252197266,109.10803985595703,114.39196014404297,5,5,0,0.1,0.0,2.0,"[81.3851318359375, 111.75196075439453, 201.8348388671875, 249.45553588867188, 164.38124084472656, 139.5155792236328, 39.34843444824219, 226.2563934326172, 267.8766174316406, 292.6664733886719]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,0,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,0,2,10,111.28636779785157,118.9971694946289,109.10555267333984,114.39444732666016,5,5,0,0.1,0.0,2.0,"[292.4263000488281, 81.71446228027344, 111.90569305419922, 201.77420043945312, 164.43690490722656, 139.2982940673828, 253.3284912109375, 226.73106384277344, 40.08226776123047, 273.3305358886719]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,1,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,1,2,10,111.2840732574463,119.00102233886719,109.1835708618164,114.3164291381836,5,5,0,0.1,0.0,2.0,"[292.49066162109375, 81.69257354736328, 111.88336944580078, 201.8513946533203, 164.5157470703125, 139.3790740966797, 253.19342041015625, 226.5970001220703, 40.07455062866211, 273.3120422363281]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,2,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,2,2,10,111.28609428405761,119.0017318725586,109.16344451904297,114.33655548095703,5,5,0,0.1,0.0,2.0,"[292.4482421875, 81.71142578125, 111.89453125, 201.84947204589844, 164.4774169921875, 139.33026123046875, 253.2554473876953, 226.6614532470703, 40.06082534790039, 273.29351806640625]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,3,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,3,2,10,111.2535285949707,119.01788330078125,109.09854888916016,114.40145111083984,5,5,0,0.1,0.0,2.0,"[292.45068359375, 81.73680877685547, 111.87969970703125, 201.7330322265625, 164.4640655517578, 139.28128051757812, 253.22691345214844, 226.6445770263672, 40.14288330078125, 273.2611083984375]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,4,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 175.52439880371094, 108.85091400146484, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,4,2,10,111.31230278015137,118.9764633178711,109.173828125,114.326171875,5,5,0,0.1,0.0,2.0,"[292.5165710449219, 81.70573425292969, 201.8311767578125, 111.85025024414062, 164.5164794921875, 139.37376403808594, 253.31997680664062, 226.67166137695312, 40.05611038208008, 273.3935241699219]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,5,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,5,2,10,111.28133201599121,119.00469970703125,109.16434478759766,114.33565521240234,5,5,0,0.1,0.0,2.0,"[292.42901611328125, 81.66483306884766, 111.86756134033203, 201.8366241455078, 164.4920654296875, 139.32391357421875, 253.3022918701172, 226.6904754638672, 40.06985855102539, 273.2763977050781]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,6,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,6,2,10,111.29604301452636,118.98286437988281,109.17792510986328,114.32207489013672,5,5,0,0.1,0.0,2.0,"[292.4203796386719, 81.73341369628906, 111.9411849975586, 201.8618621826172, 164.49398803710938, 139.3404998779297, 253.26986694335938, 226.69700622558594, 40.10544967651367, 273.30767822265625]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,7,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 133.57757568359375, 142.96173095703125, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,7,2,10,111.30129470825196,119.0025405883789,109.2022476196289,114.2977523803711,5,5,0,0.1,0.0,2.0,"[292.48992919921875, 81.6773452758789, 111.85486602783203, 201.9599151611328, 139.29222106933594, 164.444580078125, 253.28782653808594, 226.64608764648438, 39.980857849121094, 273.3410339355469]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,8,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,8,2,10,111.2552433013916,119.00111389160156,109.16413116455078,114.33586883544922,5,5,0,0.1,0.0,2.0,"[292.30267333984375, 81.71633911132812, 111.87714385986328, 201.89401245117188, 164.4342498779297, 139.3752899169922, 253.20700073242188, 226.7809295654297, 40.21821975708008, 273.1830139160156]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,9,1,10,85.84141578674317,142.84051513671875,85.2430648803711,138.25692749023438,6,4,0,0.1,0.0,2.0,"[220.06153869628906, 80.8390121459961, 108.85091400146484, 175.52439880371094, 142.96173095703125, 133.57757568359375, 206.60325622558594, 202.2532958984375, 48.09028244018555, 227.8327178955078]"
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,harmful,REMOVE_RANDOM,9,2,10,111.27077445983886,119.0167465209961,109.12721252441406,114.37278747558594,5,5,0,0.1,0.0,2.0,"[292.4661560058594, 81.7186050415039, 111.90342712402344, 201.77516174316406, 164.47926330566406, 139.34629821777344, 253.27191162109375, 226.49667358398438, 40.06234359741211, 273.3125915527344]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,FULL_ACCESS,0,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,FULL_ACCESS,0,2,10,117.81845951080322,94.66394805908203,105.07569885253906,94.33224487304688,5,5,0,0.1,0.0,2.0,"[296.0770263671875, 126.68687438964844, 203.44297790527344, 167.40562438964844, 228.54116821289062, 279.826171875, 94.25487518310547, 260.24761962890625, 14.77849006652832, 62.5545768737793]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_HARD,0,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 175.52439880371094, 133.57757568359375, 142.96173095703125, 202.2532958984375, 227.8327178955078, 206.60325622558594, 108.85091400146484, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_HARD,0,2,10,117.64361248016357,94.9810562133789,104.64735412597656,94.35040283203125,5,5,0,0.1,0.0,2.0,"[296.1337890625, 203.44313049316406, 128.22593688964844, 168.2621612548828, 228.52963256835938, 279.8993835449219, 260.19317626953125, 93.60880279541016, 14.742326736450195, 62.525535583496094]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,0,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,0,2,10,117.7835238456726,94.68281555175781,105.02913665771484,94.36631774902344,5,5,0,0.1,0.0,2.0,"[296.05999755859375, 126.96056365966797, 203.60887145996094, 167.33285522460938, 228.61398315429688, 279.7424621582031, 94.22504425048828, 260.1777038574219, 14.876236915588379, 62.56704330444336]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,1,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,1,2,10,117.81663370132446,94.66615295410156,105.077880859375,94.33291625976562,5,5,0,0.1,0.0,2.0,"[296.07293701171875, 126.7066650390625, 203.41729736328125, 167.42694091796875, 228.62890625, 279.7784118652344, 94.24640655517578, 260.2164306640625, 14.751471519470215, 62.58819580078125]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,2,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,2,2,10,117.81236257553101,94.66159057617188,105.08883666992188,94.33106231689453,5,5,0,0.1,0.0,2.0,"[296.0567626953125, 126.63065338134766, 203.45108032226562, 167.37124633789062, 228.541748046875, 279.8302917480469, 94.32826232910156, 260.3643798828125, 14.788956642150879, 62.51299285888672]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,3,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,3,2,10,117.85483322143554,94.64983367919922,105.09876251220703,94.33805084228516,5,5,0,0.1,0.0,2.0,"[296.0843811035156, 126.48851013183594, 203.4486541748047, 167.35382080078125, 228.5014190673828, 279.8331604003906, 94.18048095703125, 260.2650451660156, 14.77255630493164, 62.52363967895508]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,4,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,4,2,10,117.81945343017578,94.69384765625,105.06885528564453,94.37528991699219,5,5,0,0.1,0.0,2.0,"[296.06170654296875, 126.62460327148438, 203.4827880859375, 167.37950134277344, 228.7517852783203, 279.8166198730469, 94.19995880126953, 260.25494384765625, 14.732208251953125, 62.50135040283203]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,5,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,5,2,10,117.78591613769531,94.69810485839844,104.919921875,94.50228881835938,5,5,0,0.1,0.0,2.0,"[296.0827941894531, 126.67384338378906, 203.77342224121094, 167.38673400878906, 228.57875061035156, 279.8170471191406, 94.32853698730469, 260.24835205078125, 14.768840789794922, 62.48251724243164]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,6,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,6,2,10,117.81124505996704,94.6684799194336,105.04100799560547,94.34689331054688,5,5,0,0.1,0.0,2.0,"[296.0738525390625, 126.7016372680664, 203.46864318847656, 167.4493408203125, 228.55413818359375, 279.8266906738281, 94.27152252197266, 260.21185302734375, 14.774863243103027, 62.55500793457031]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,7,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,7,2,10,117.82664642333984,94.67640686035156,105.09788513183594,94.35603332519531,5,5,0,0.1,0.0,2.0,"[296.0928039550781, 126.57994842529297, 203.4293975830078, 167.3748321533203, 228.545654296875, 279.9035949707031, 94.22818756103516, 260.32257080078125, 14.717330932617188, 62.539215087890625]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,8,1,10,135.84052772521972,62.70343780517578,131.2569351196289,63.71705627441406,4,6,0,0.1,0.0,2.0,"[220.06153869628906, 133.57757568359375, 175.52439880371094, 142.96173095703125, 202.2532958984375, 227.8327178955078, 108.85091400146484, 206.60325622558594, 48.09028244018555, 80.8390121459961]"
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,control,REMOVE_RANDOM,8,2,10,117.77698192596435,94.66130065917969,105.06710815429688,94.22383880615234,5,5,0,0.1,0.0,2.0,"[296.0677490234375, 126.79552459716797, 203.41163635253906, 167.4541473388672, 228.57937622070312, 279.8173828125, 94.2688217163086, 260.2957763671875, 14.963956832885742, 62.575809478759766]"
